"district","neighborhood","year","soc_fac_cultural","soc_fac_sports","soc_avail_sports","soc_primary","soc_avail_primary","soc_special","soc_cito","soc_vocational","soc_higherprof","soc_uni","soc_interaction","soc_involvement"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2019,62,2,"1.low",0,"2.high",0,"3.mixed",98,201,296,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2020,61,2,"1.low",0,"1.low",0,"3.mixed",89,197,283,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2015,33,2,"1.low",1,"2.high",0,"3.mixed",55,260,230,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2016,34,3,"2.high",1,"2.high",0,"3.mixed",62,246,243,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2017,34,3,"2.high",1,"2.high",0,"3.mixed",58,239,236,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2018,33,2,"1.low",1,"2.high",0,"3.mixed",51,234,226,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2019,34,3,"1.low",1,"2.high",0,"3.mixed",53,240,236,"2.average","2.average"
"M Oost","Oosterparkbuurt Noordwest",2020,36,3,"1.low",1,"2.high",0,"3.mixed",59,250,254,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2015,38,0,"2.high",2,"2.high",0,"3.mixed",60,110,170,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2016,39,0,"2.high",2,"2.high",0,"4.higher",55,109,164,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2017,41,0,"2.high",2,"2.high",0,"4.higher",59,110,174,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2018,41,0,"2.high",2,"2.high",0,"4.higher",58,110,174,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2019,42,0,"2.high",2,"2.high",0,"4.higher",59,115,182,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidoost",2020,43,1,"2.high",2,"2.high",0,"4.higher",62,122,194,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidwest",2015,42,0,"2.high",0,"2.high",0,"3.mixed",60,90,115,"2.average","1.low"
"M Oost","Oosterparkbuurt Zuidwest",2016,39,0,"2.high",0,"2.high",0,"3.mixed",56,86,101,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidwest",2017,41,0,"2.high",0,"2.high",0,"3.mixed",64,90,117,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidwest",2018,43,0,"2.high",0,"2.high",0,"3.mixed",68,94,128,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidwest",2019,42,0,"2.high",0,"2.high",0,"3.mixed",63,94,126,"2.average","2.average"
"M Oost","Oosterparkbuurt Zuidwest",2020,43,1,"1.low",0,"2.high",0,"3.mixed",66,101,137,"2.average","2.average"
"M Oost","Park De Meer",2015,6,1,"2.high",0,"1.low",0,"4.higher",25,45,50,"3.pleasant","3.high"
"M Oost","Park De Meer",2016,10,2,"2.high",0,"1.low",0,"4.higher",30,49,62,"3.pleasant","3.high"
"M Oost","Park De Meer",2017,9,1,"2.high",0,"1.low",0,"4.higher",22,38,46,"3.pleasant","3.high"
"M Oost","Park De Meer",2018,10,2,"2.high",0,"1.low",0,"4.higher",25,43,57,"3.pleasant","3.high"
"M Oost","Park De Meer",2019,12,2,"2.high",0,"1.low",0,"4.higher",33,54,78,"3.pleasant","3.high"
"M Oost","Park De Meer",2020,13,2,"2.high",0,"1.low",0,"4.higher",35,60,89,"3.pleasant","3.high"
"M Oost","Rietlanden",2015,12,3,"1.low",1,"2.high",0,"4.higher",40,40,45,"2.average","2.average"
"M Oost","Rietlanden",2016,14,3,"1.low",1,"2.high",0,"4.higher",37,36,49,"3.pleasant","2.average"
"M Oost","Rietlanden",2017,15,3,"1.low",1,"2.high",0,"4.higher",37,33,52,"3.pleasant","2.average"
"M Oost","Rietlanden",2018,17,3,"1.low",1,"2.high",0,"4.higher",44,40,68,"3.pleasant","2.average"
"M Oost","Rietlanden",2019,15,2,"1.low",1,"2.high",0,"4.higher",28,30,44,"2.average","2.average"
"M Oost","Rietlanden",2020,17,3,"1.low",1,"2.high",0,"4.higher",36,41,65,"2.average","2.average"
"M Oost","Sporenburg",2015,15,1,"1.low",1,"2.high",0,"4.higher",40,45,30,"3.pleasant","3.high"
"M Oost","Sporenburg",2016,16,0,"1.low",1,"2.high",0,"4.higher",27,33,35,"3.pleasant","3.high"
"M Oost","Sporenburg",2017,20,1,"1.low",1,"2.high",0,"4.higher",39,41,59,"3.pleasant","3.high"
"M Oost","Sporenburg",2018,19,1,"1.low",1,"2.high",0,"4.higher",32,37,50,"3.pleasant","3.high"
"M Oost","Sporenburg",2019,19,1,"1.low",1,"2.high",0,"4.higher",30,39,53,"3.pleasant","3.high"
"M Oost","Sporenburg",2020,19,1,"1.low",1,"2.high",0,"4.higher",28,41,55,"3.pleasant","3.high"
"M Oost","Steigereiland Noord",2015,9,0,"1.low",1,"2.high",0,"2.middle",35,30,40,"1.unpleasant","2.average"
"M Oost","Steigereiland Noord",2016,11,0,"1.low",1,"2.high",0,"3.mixed",36,29,46,"1.unpleasant","2.average"
"M Oost","Steigereiland Noord",2017,12,0,"2.high",1,"2.high",0,"3.mixed",38,28,51,"1.unpleasant","2.average"
"M Oost","Steigereiland Noord",2018,14,0,"2.high",1,"2.high",0,"3.mixed",46,36,70,"2.average","2.average"
"M Oost","Steigereiland Noord",2019,13,0,"1.low",1,"2.high",0,"3.mixed",36,31,57,"1.unpleasant","2.average"
"M Oost","Steigereiland Noord",2020,14,0,"1.low",1,"2.high",0,"3.mixed",39,37,68,"1.unpleasant","2.average"
"M Oost","Steigereiland Zuid",2015,6,1,"1.low",1,"2.high",0,"3.mixed",40,40,30,"3.pleasant","3.high"
"M Oost","Steigereiland Zuid",2016,9,1,"1.low",1,"2.high",0,"4.higher",34,33,88,"3.pleasant","3.high"
"M Oost","Steigereiland Zuid",2017,9,1,"1.low",1,"2.high",0,"4.higher",29,25,80,"3.pleasant","3.high"
"M Oost","Steigereiland Zuid",2018,10,1,"2.high",1,"2.high",0,"4.higher",35,32,95,"3.pleasant","3.high"
"M Oost","Steigereiland Zuid",2019,13,1,"2.high",1,"2.high",0,"4.higher",43,44,118,"3.pleasant","3.high"
"M Oost","Steigereiland Zuid",2020,14,2,"1.low",2,"2.high",0,"4.higher",46,50,130,"3.pleasant","3.high"
"M Oost","Swammerdambuurt",2015,15,1,"2.high",0,"2.high",0,"4.higher",165,55,95,"2.average","2.average"
"M Oost","Swammerdambuurt",2016,20,2,"2.high",0,"2.high",0,"4.higher",181,67,131,"3.pleasant","3.high"
"M Oost","Swammerdambuurt",2017,17,1,"2.high",0,"2.high",0,"4.higher",166,50,102,"2.average","2.average"
"M Oost","Swammerdambuurt",2018,17,1,"2.high",0,"2.high",0,"4.higher",159,45,92,"2.average","2.average"
"M Oost","Swammerdambuurt",2019,20,2,"2.high",0,"2.high",0,"4.higher",175,63,128,"2.average","2.average"
"M Oost","Swammerdambuurt",2020,19,1,"2.high",0,"1.low",0,"4.higher",166,59,116,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2015,44,0,"2.high",1,"2.high",0,"3.mixed",140,190,270,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2016,46,0,"2.high",1,"2.high",0,"3.mixed",155,206,271,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2017,46,0,"2.high",0,"2.high",0,"3.mixed",149,197,260,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2018,46,0,"2.high",0,"2.high",0,"3.mixed",149,198,264,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2019,45,0,"2.high",0,"2.high",0,"3.mixed",141,195,254,"2.average","2.average"
"M Oost","Transvaalbuurt Oost",2020,47,0,"2.high",0,"2.high",0,"3.mixed",144,202,266,"2.average","2.average"
"M Oost","Transvaalbuurt West",2015,30,2,"1.low",1,"1.low",0,"3.mixed",105,140,205,"1.unpleasant","1.low"
"M Oost","Transvaalbuurt West",2016,33,2,"1.low",1,"2.high",1,"3.mixed",104,143,214,"1.unpleasant","2.average"
"M Oost","Transvaalbuurt West",2017,33,2,"2.high",1,"2.high",0,"3.mixed",100,136,207,"1.unpleasant","2.average"
"M Oost","Transvaalbuurt West",2018,34,2,"1.low",1,"2.high",0,"3.mixed",100,137,212,"1.unpleasant","2.average"
"M Oost","Transvaalbuurt West",2019,35,2,"1.low",1,"2.high",0,"3.mixed",104,145,225,"1.unpleasant","2.average"
"M Oost","Transvaalbuurt West",2020,34,2,"1.low",1,"1.low",0,"3.mixed",97,142,216,"1.unpleasant","1.low"
"M Oost","Tuindorp Frankendael",2015,13,0,"2.high",1,"2.high",0,"3.mixed",35,75,70,"2.average","2.average"
"M Oost","Tuindorp Frankendael",2016,15,0,"2.high",1,"2.high",0,"3.mixed",39,76,81,"2.average","2.average"
"M Oost","Tuindorp Frankendael",2017,16,0,"2.high",1,"2.high",0,"3.mixed",40,75,85,"2.average","2.average"
"M Oost","Tuindorp Frankendael",2018,16,0,"2.high",1,"2.high",0,"3.mixed",35,70,78,"2.average","2.average"
"M Oost","Tuindorp Frankendael",2019,18,0,"2.high",1,"2.high",0,"3.mixed",40,79,94,"2.average","2.average"
"M Oost","Tuindorp Frankendael",2020,17,0,"2.high",1,"2.high",0,"3.mixed",33,77,87,"2.average","2.average"
"M Oost","Weesperzijde Midden/Zuid",2015,41,1,"2.high",1,"2.high",0,"3.mixed",30,80,105,"2.average","3.high"
"M Oost","Weesperzijde Midden/Zuid",2016,42,1,"2.high",1,"2.high",0,"3.mixed",26,74,100,"2.average","3.high"
"M Oost","Weesperzijde Midden/Zuid",2017,43,1,"2.high",1,"2.high",0,"4.higher",29,74,108,"2.average","3.high"
"M Oost","Weesperzijde Midden/Zuid",2018,45,1,"2.high",1,"2.high",0,"4.higher",35,80,123,"2.average","3.high"
"M Oost","Weesperzijde Midden/Zuid",2019,47,2,"2.high",1,"2.high",0,"4.higher",40,89,139,"2.average","3.high"
"M Oost","Weesperzijde Midden/Zuid",2020,45,1,"2.high",1,"2.high",0,"3.mixed",31,85,128,"2.average","3.high"
"M Oost","Zuidoostkwadrant Indische Buurt",2015,23,0,"1.low",1,"2.high",1,"3.mixed",125,115,130,"2.average","2.average"
"M Oost","Zuidoostkwadrant Indische Buurt",2016,25,0,"2.high",1,"2.high",1,"3.mixed",119,103,121,"2.average","2.average"
"M Oost","Zuidoostkwadrant Indische Buurt",2017,30,0,"2.high",1,"2.high",1,"3.mixed",100,105,125,"2.average","2.average"
"M Oost","Zuidoostkwadrant Indische Buurt",2018,26,0,"2.high",1,"2.high",1,"3.mixed",119,101,125,"2.average","2.average"
"M Oost","Zuidoostkwadrant Indische Buurt",2019,19,0,"1.low",1,"2.high",1,"4.higher",110,90,100,"2.average","2.average"
"M Oost","Zuidoostkwadrant Indische Buurt",2020,25,0,"1.low",1,"2.high",1,"3.mixed",110,101,119,"1.unpleasant","1.low"
"M Oost","Zuidwestkwadrant Indische Buurt",2015,18,0,"2.high",1,"2.high",0,"3.mixed",125,135,115,"2.average","1.low"
"M Oost","Zuidwestkwadrant Indische Buurt",2016,20,0,"2.high",1,"2.high",0,"3.mixed",132,124,115,"2.average","2.average"
"M Oost","Zuidwestkwadrant Indische Buurt",2017,21,0,"2.high",1,"2.high",0,"3.mixed",129,118,110,"2.average","2.average"
"M Oost","Zuidwestkwadrant Indische Buurt",2018,23,0,"2.high",1,"2.high",0,"3.mixed",137,126,129,"2.average","2.average"
"M Oost","Zuidwestkwadrant Indische Buurt",2019,23,0,"2.high",1,"2.high",0,"3.mixed",137,130,135,"2.average","2.average"
"M Oost","Zuidwestkwadrant Indische Buurt",2020,25,1,"1.low",1,"2.high",0,"3.mixed",143,140,152,"2.average","2.average"
"N Noord","Banne Noordoost",2015,5,0,"1.low",0,"2.high",0,"3.mixed",125,65,35,"2.average","2.average"
"N Noord","Banne Noordoost",2016,5,0,"1.low",0,"2.high",0,"3.mixed",113,63,15,"1.unpleasant","1.low"
"N Noord","Banne Noordoost",2017,8,0,"1.low",0,"2.high",0,"3.mixed",124,71,35,"2.average","2.average"
"N Noord","Banne Noordoost",2018,9,0,"1.low",0,"2.high",0,"3.mixed",123,72,34,"2.average","2.average"
"N Noord","Banne Noordoost",2019,10,0,"1.low",0,"2.high",0,"3.mixed",126,79,42,"1.unpleasant","2.average"
"N Noord","Banne Noordoost",2020,6,0,"1.low",0,"2.high",0,"3.mixed",105,64,3,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2015,2,0,"1.low",3,"2.high",0,"3.mixed",120,65,30,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2016,8,0,"2.high",3,"2.high",0,"3.mixed",124,63,47,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2017,7,0,"2.high",3,"2.high",0,"3.mixed",114,51,24,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2018,8,0,"2.high",3,"2.high",0,"3.mixed",117,55,30,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2019,8,0,"1.low",3,"2.high",0,"3.mixed",112,55,23,"1.unpleasant","1.low"
"N Noord","Banne Noordwest",2020,8,0,"1.low",3,"2.high",0,"3.mixed",110,58,22,"1.unpleasant","1.low"
"N Noord","Banne Zuidoost",2015,7,2,"1.low",1,"2.high",1,"2.middle",95,65,30,"2.average","2.average"
"N Noord","Banne Zuidoost",2016,10,2,"1.low",1,"2.high",1,"3.mixed",76,59,21,"2.average","2.average"
"N Noord","Banne Zuidoost",2017,11,2,"1.low",1,"2.high",1,"3.mixed",75,65,25,"2.average","2.average"
"N Noord","Banne Zuidoost",2018,13,2,"1.low",1,"2.high",1,"3.mixed",88,68,41,"2.average","2.average"
"N Noord","Banne Zuidoost",2019,13,2,"1.low",1,"2.high",1,"3.mixed",75,65,45,"2.average","2.average"
"N Noord","Banne Zuidoost",2020,12,1,"1.low",1,"1.low",1,"3.mixed",72,63,15,"2.average","2.average"
"N Noord","Banne Zuidwest",2015,9,0,"1.low",0,"1.low",0,"3.mixed",135,65,25,"1.unpleasant","1.low"
"N Noord","Banne Zuidwest",2016,9,0,"1.low",0,"1.low",0,"3.mixed",125,58,17,"1.unpleasant","1.low"
"N Noord","Banne Zuidwest",2017,10,0,"1.low",0,"1.low",0,"3.mixed",130,60,25,"1.unpleasant","1.low"
"N Noord","Banne Zuidwest",2018,12,0,"1.low",0,"1.low",0,"3.mixed",133,64,30,"1.unpleasant","1.low"
"N Noord","Banne Zuidwest",2019,11,0,"1.low",0,"1.low",0,"3.mixed",125,60,16,"1.unpleasant","1.low"
"N Noord","Banne Zuidwest",2020,13,0,"1.low",0,"1.low",0,"3.mixed",134,74,37,"1.unpleasant","1.low"
"N Noord","Blauwe Zand",2015,8,0,"1.low",0,"1.low",1,"3.mixed",55,25,215,"2.average","2.average"
"N Noord","Blauwe Zand",2016,9,0,"1.low",0,"1.low",1,"3.mixed",48,18,108,"2.average","2.average"
"N Noord","Blauwe Zand",2017,12,0,"1.low",0,"1.low",1,"3.mixed",59,25,126,"2.average","2.average"
"N Noord","Blauwe Zand",2018,13,0,"1.low",0,"1.low",1,"3.mixed",60,28,130,"2.average","2.average"
"N Noord","Blauwe Zand",2019,12,0,"1.low",0,"1.low",1,"3.mixed",55,28,122,"2.average","2.average"
"N Noord","Blauwe Zand",2020,11,0,"1.low",0,"1.low",1,"3.mixed",48,26,111,"1.unpleasant","2.average"
"N Noord","Bloemenbuurt Noord",2015,12,6,"1.low",0,"1.low",0,"3.mixed",72,26,52,"2.average","2.average"
"N Noord","Bloemenbuurt Noord",2016,13,6,"1.low",0,"1.low",0,"3.mixed",70,22,48,"2.average","2.average"
"N Noord","Bloemenbuurt Noord",2017,15,6,"1.low",0,"2.high",0,"3.mixed",77,26,60,"2.average","2.average"
"N Noord","Bloemenbuurt Noord",2018,15,6,"1.low",0,"1.low",0,"3.mixed",75,26,56,"2.average","2.average"
"N Noord","Bloemenbuurt Noord",2019,16,6,"1.low",0,"1.low",0,"3.mixed",77,32,63,"2.average","2.average"
"N Noord","Bloemenbuurt Noord",2020,18,6,"1.low",0,"1.low",0,"3.mixed",82,41,75,"2.average","2.average"
"N Noord","Bloemenbuurt Zuid",2015,11,1,"1.low",1,"1.low",0,"3.mixed",60,65,40,"1.unpleasant","1.low"
"N Noord","Bloemenbuurt Zuid",2016,11,1,"1.low",1,"2.high",0,"4.higher",66,55,41,"2.average","2.average"
"N Noord","Bloemenbuurt Zuid",2017,9,0,"1.low",1,"1.low",0,"3.mixed",51,40,10,"1.unpleasant","1.low"
"N Noord","Bloemenbuurt Zuid",2018,11,0,"1.low",1,"2.high",0,"4.higher",59,48,25,"1.unpleasant","2.average"
"N Noord","Bloemenbuurt Zuid",2019,12,0,"1.low",1,"1.low",0,"4.higher",64,57,37,"1.unpleasant","2.average"
"N Noord","Bloemenbuurt Zuid",2020,12,0,"1.low",1,"1.low",0,"3.mixed",58,57,29,"1.unpleasant","2.average"
"N Noord","De Bongerd",2015,2,0,"1.low",1,"2.high",0,"3.mixed",60,30,195,"2.average","2.average"
"N Noord","De Bongerd",2016,1,0,"1.low",1,"2.high",0,"3.mixed",48,17,172,"2.average","2.average"
"N Noord","De Bongerd",2017,4,0,"1.low",1,"2.high",0,"3.mixed",59,24,191,"2.average","2.average"
"N Noord","De Bongerd",2018,3,0,"1.low",1,"2.high",0,"3.mixed",50,18,174,"2.average","2.average"
"N Noord","De Bongerd",2019,6,0,"1.low",1,"2.high",0,"3.mixed",64,35,204,"2.average","3.high"
"N Noord","De Bongerd",2020,5,0,"1.low",1,"2.high",0,"3.mixed",56,32,190,"2.average","2.average"
"N Noord","De Kleine Wereld",2015,2,0,"1.low",3,"2.high",0,"3.mixed",130,60,30,"1.unpleasant","1.low"
"N Noord","De Kleine Wereld",2016,5,0,"1.low",3,"2.high",0,"2.middle",123,63,93,"1.unpleasant","1.low"
"N Noord","De Kleine Wereld",2017,4,0,"1.low",3,"2.high",0,"2.middle",114,52,73,"1.unpleasant","1.low"
"N Noord","De Kleine Wereld",2018,7,0,"1.low",3,"2.high",0,"3.mixed",123,62,90,"1.unpleasant","1.low"
"N Noord","De Kleine Wereld",2019,7,0,"1.low",3,"2.high",0,"2.middle",122,66,91,"1.unpleasant","1.low"
"N Noord","De Kleine Wereld",2020,7,0,"1.low",3,"2.high",0,"2.middle",117,66,84,"1.unpleasant","1.low"
"N Noord","Elzenhagen Noord",2015,7,1,"2.high",1,"2.high",0,"4.higher",40,50,30,"2.average","2.average"
"N Noord","Elzenhagen Noord",2016,8,1,"2.high",1,"2.high",0,"4.higher",26,36,13,"2.average","2.average"
"N Noord","Elzenhagen Noord",2017,9,1,"2.high",1,"2.high",0,"4.higher",26,34,11,"2.average","3.high"
"N Noord","Elzenhagen Noord",2018,9,1,"2.high",1,"2.high",0,"4.higher",23,33,7,"2.average","2.average"
"N Noord","Elzenhagen Noord",2019,10,1,"1.low",1,"2.high",0,"4.higher",27,41,17,"2.average","3.high"
"N Noord","Elzenhagen Noord",2020,7,0,"1.low",1,"1.low",0,"3.mixed",8,28,0,"2.average","2.average"
"N Noord","IJplein e.o.",2015,10,0,"1.low",1,"1.low",0,"3.mixed",50,70,60,"2.average","1.low"
"N Noord","IJplein e.o.",2016,7,0,"1.low",1,"1.low",0,"3.mixed",45,49,35,"1.unpleasant","1.low"
"N Noord","IJplein e.o.",2017,11,0,"1.low",1,"1.low",0,"3.mixed",60,60,63,"2.average","2.average"
"N Noord","IJplein e.o.",2018,11,0,"1.low",1,"1.low",0,"3.mixed",57,58,56,"2.average","2.average"
"N Noord","IJplein e.o.",2019,11,0,"1.low",1,"1.low",0,"3.mixed",52,59,50,"1.unpleasant","2.average"
"N Noord","IJplein e.o.",2020,14,0,"1.low",1,"1.low",0,"3.mixed",64,74,75,"1.unpleasant","2.average"
"N Noord","Kadoelen",2015,10,5,"2.high",1,"2.high",0,"4.higher",30,25,30,"3.pleasant","3.high"
"N Noord","Kadoelen",2016,9,5,"2.high",1,"2.high",0,"4.higher",21,19,20,"3.pleasant","3.high"
"N Noord","Kadoelen",2017,8,5,"2.high",1,"2.high",0,"4.higher",11,7,0,"3.pleasant","3.high"
"N Noord","Kadoelen",2018,11,5,"2.high",1,"2.high",0,"4.higher",20,17,16,"3.pleasant","3.high"
"N Noord","Kadoelen",2019,13,6,"2.high",1,"2.high",0,"4.higher",28,28,33,"3.pleasant","3.high"
"N Noord","Kadoelen",2020,10,5,"1.low",1,"2.high",0,"3.mixed",12,18,4,"2.average","3.high"
"N Noord","Markengouw Midden",2015,4,0,"1.low",2,"2.high",0,"2.middle",195,95,30,"1.unpleasant","1.low"
"N Noord","Markengouw Midden",2016,7,0,"1.low",2,"2.high",0,"2.middle",192,82,53,"1.unpleasant","1.low"
"N Noord","Markengouw Midden",2017,9,0,"1.low",2,"2.high",0,"3.mixed",195,83,57,"1.unpleasant","1.low"
"N Noord","Markengouw Midden",2018,9,0,"1.low",2,"2.high",0,"2.middle",191,80,49,"1.unpleasant","1.low"
"N Noord","Markengouw Midden",2019,12,0,"1.low",2,"2.high",0,"3.mixed",207,99,82,"1.unpleasant","1.low"
"N Noord","Markengouw Midden",2020,14,1,"1.low",2,"2.high",0,"3.mixed",210,107,92,"1.unpleasant","2.average"
"N Noord","Markengouw Zuid",2015,0,0,"1.low",1,"2.high",0,"3.mixed",70,35,60,"1.unpleasant","2.average"
"N Noord","Markengouw Zuid",2016,3,0,"1.low",1,"2.high",0,"3.mixed",58,33,56,"1.unpleasant","1.low"
"N Noord","Markengouw Zuid",2017,3,0,"1.low",1,"2.high",0,"3.mixed",58,31,53,"1.unpleasant","1.low"
"N Noord","Markengouw Zuid",2018,4,0,"1.low",1,"2.high",0,"3.mixed",55,30,49,"1.unpleasant","1.low"
"N Noord","Markengouw Zuid",2019,7,0,"1.low",1,"2.high",0,"3.mixed",67,45,75,"1.unpleasant","1.low"
"N Noord","Markengouw Zuid",2020,6,0,"1.low",1,"2.high",0,"3.mixed",63,46,68,"1.unpleasant","1.low"
"N Noord","Molenwijk",2015,2,0,"1.low",2,"2.high",0,"3.mixed",100,55,80,"1.unpleasant","1.low"
"N Noord","Molenwijk",2016,4,0,"1.low",2,"2.high",0,"3.mixed",104,57,89,"2.average","2.average"
"N Noord","Molenwijk",2017,4,0,"1.low",2,"2.high",0,"3.mixed",96,47,70,"1.unpleasant","1.low"
"N Noord","Molenwijk",2018,5,0,"1.low",2,"2.high",0,"3.mixed",98,51,75,"1.unpleasant","2.average"
"N Noord","Molenwijk",2019,6,0,"1.low",2,"2.high",0,"3.mixed",104,60,89,"1.unpleasant","2.average"
"N Noord","Molenwijk",2020,5,0,"1.low",2,"2.high",0,"3.mixed",94,55,71,"1.unpleasant","1.low"
"N Noord","Nieuwendammerdijk West",2015,6,0,"2.high",0,"2.high",0,"4.higher",175,70,105,"3.pleasant","3.high"
"N Noord","Nieuwendammerdijk West",2016,8,0,"2.high",0,"2.high",0,"4.higher",177,69,108,"3.pleasant","3.high"
"N Noord","Nieuwendammerdijk West",2017,9,0,"2.high",0,"2.high",0,"4.higher",179,70,111,"3.pleasant","3.high"
"N Noord","Nieuwendammerdijk West",2018,8,0,"2.high",0,"2.high",0,"4.higher",169,62,92,"3.pleasant","3.high"
"N Noord","Nieuwendammerdijk West",2019,11,0,"2.high",0,"2.high",0,"4.higher",184,79,123,"3.pleasant","3.high"
"N Noord","Nieuwendammerdijk West",2020,11,0,"1.low",0,"2.high",0,"4.higher",177,77,112,"3.pleasant","3.high"
"N Noord","Plan van Gool",2015,4,0,"1.low",3,"2.high",0,"3.mixed",100,75,45,"1.unpleasant","1.low"
"N Noord","Plan van Gool",2016,5,0,"1.low",3,"2.high",0,"3.mixed",98,71,40,"1.unpleasant","1.low"
"N Noord","Plan van Gool",2017,6,0,"1.low",3,"2.high",0,"4.higher",101,71,45,"1.unpleasant","1.low"
"N Noord","Plan van Gool",2018,5,0,"1.low",3,"2.high",0,"3.mixed",90,63,23,"1.unpleasant","1.low"
"N Noord","Plan van Gool",2019,6,0,"1.low",3,"2.high",0,"3.mixed",94,71,34,"1.unpleasant","1.low"
"N Noord","Plan van Gool",2020,9,0,"1.low",3,"2.high",0,"3.mixed",103,84,54,"1.unpleasant","1.low"
"N Noord","Terrasdorp",2015,9,0,"1.low",0,"1.low",1,"3.mixed",80,60,35,"2.average","2.average"
"N Noord","Terrasdorp",2016,10,0,"1.low",0,"1.low",1,"3.mixed",88,58,32,"2.average","2.average"
"N Noord","Terrasdorp",2017,12,1,"1.low",0,"1.low",1,"3.mixed",95,62,45,"2.average","2.average"
"N Noord","Terrasdorp",2018,9,0,"1.low",0,"1.low",1,"3.mixed",78,48,10,"2.average","2.average"
"N Noord","Terrasdorp",2019,10,0,"1.low",0,"1.low",1,"3.mixed",77,51,11,"2.average","2.average"
"N Noord","Terrasdorp",2020,12,0,"1.low",0,"1.low",1,"3.mixed",84,63,29,"2.average","2.average"
"N Noord","Tuindorp Nieuwendam Oost",2015,12,0,"1.low",0,"2.high",1,"3.mixed",55,30,25,"2.average","2.average"
"N Noord","Tuindorp Nieuwendam Oost",2016,11,0,"1.low",0,"2.high",1,"4.higher",45,25,11,"2.average","2.average"
"N Noord","Tuindorp Nieuwendam Oost",2017,12,0,"1.low",0,"2.high",1,"4.higher",42,20,4,"2.average","2.average"
"N Noord","Tuindorp Nieuwendam Oost",2018,15,0,"1.low",0,"2.high",1,"4.higher",56,35,32,"2.average","3.high"
"N Noord","Tuindorp Nieuwendam Oost",2019,13,0,"1.low",0,"1.low",1,"4.higher",42,26,6,"2.average","2.average"
"N Noord","Tuindorp Nieuwendam Oost",2020,15,0,"1.low",0,"1.low",1,"4.higher",49,37,23,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2015,12,1,"1.low",1,"2.high",0,"3.mixed",125,55,75,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2016,11,1,"1.low",1,"2.high",0,"3.mixed",121,48,141,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2017,11,1,"1.low",1,"2.high",0,"3.mixed",116,42,130,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2018,12,1,"1.low",1,"2.high",0,"3.mixed",117,44,132,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2019,13,1,"1.low",1,"2.high",0,"3.mixed",123,54,146,"2.average","2.average"
"N Noord","Tuindorp Oostzaan Oost",2020,16,1,"1.low",1,"2.high",0,"3.mixed",133,67,168,"2.average","3.high"
"N Noord","Twiske West",2015,9,0,"1.low",0,"2.high",0,"3.mixed",70,70,35,"2.average","2.average"
"N Noord","Twiske West",2016,12,0,"2.high",0,"2.high",0,"4.higher",89,66,42,"2.average","2.average"
"N Noord","Twiske West",2017,10,0,"1.low",0,"2.high",0,"3.mixed",77,52,16,"2.average","2.average"
"N Noord","Twiske West",2018,11,0,"1.low",0,"2.high",0,"3.mixed",77,54,16,"2.average","2.average"
"N Noord","Twiske West",2019,12,0,"1.low",0,"2.high",0,"4.higher",81,62,28,"2.average","2.average"
"N Noord","Twiske West",2020,11,0,"1.low",0,"1.low",0,"3.mixed",72,58,11,"2.average","2.average"
"N Noord","Van der Pekbuurt",2015,31,0,"1.low",2,"1.low",0,"3.mixed",165,150,155,"2.average","2.average"
"N Noord","Van der Pekbuurt",2016,27,1,"1.low",2,"1.low",0,"3.mixed",162,159,153,"2.average","2.average"
"N Noord","Van der Pekbuurt",2017,28,1,"1.low",2,"1.low",0,"3.mixed",161,156,149,"2.average","2.average"
"N Noord","Van der Pekbuurt",2018,29,1,"1.low",2,"1.low",0,"3.mixed",160,157,147,"2.average","2.average"
