"district","neighborhood","year","inc_disposable","inc_q1","inc_q2","inc_q3","inc_q4","inc_q5","inc_theil","inc_gini","inc_social","inc_social_far","inc_disability","inc_unemployment","inc_debt","inc_notifications"
"N Noord","Werengouw Zuid",2018,42184,22,25,19,15,19,0.22,0.33,114,103,59,19,29,60
"N Noord","Werengouw Zuid",2019,43201,22,24,18,15,21,0.17,0.31,107,104,53,9,14,67
"N Noord","Werengouw Zuid",2020,44710,22,24,19,16,19,0.26,0.34,121,121,56,9,17,93
"T Zuidoost","Amsterdamse Poort",2015,20400,61,21,11,5,2,0.12,0.24,206,166,90,30,83,59
"T Zuidoost","Amsterdamse Poort",2016,20100,63,19,11,6,1,0.12,0.25,236,207,90,30,76,67
"T Zuidoost","Amsterdamse Poort",2017,20600,61,22,10,5,2,0.1,0.24,269,226,90,20,96,77
"T Zuidoost","Amsterdamse Poort",2018,22253,62,19,11,6,2,0.11,0.24,243,222,89,12,85,104
"T Zuidoost","Amsterdamse Poort",2019,23433,62,19,11,6,2,0.19,0.27,256,242,93,10,93,131
"T Zuidoost","Amsterdamse Poort",2020,24302,62,19,12,6,1,0.16,0.26,256,250,91,1,90,146
"T Zuidoost","Bijlmermuseum Noord",2015,22700,51,27,14,6,2,0.08,0.21,279,221,130,70,125,61
"T Zuidoost","Bijlmermuseum Noord",2016,23100,52,25,15,6,2,0.09,0.22,273,231,130,60,113,67
"T Zuidoost","Bijlmermuseum Noord",2017,24200,51,24,15,7,3,0.1,0.22,275,234,130,60,114,101
"T Zuidoost","Bijlmermuseum Noord",2018,25185,51,24,15,7,3,0.08,0.21,280,250,129,48,115,111
"T Zuidoost","Bijlmermuseum Noord",2019,25996,51,23,15,7,4,0.04,0.2,277,257,126,38,110,124
"T Zuidoost","Bijlmermuseum Noord",2020,27145,51,23,15,7,4,0.1,0.22,289,275,129,35,118,150
"T Zuidoost","Bijlmermuseum Zuid",2015,23300,44,31,16,7,2,0.08,0.21,288,221,130,90,117,68
"T Zuidoost","Bijlmermuseum Zuid",2016,25200,42,29,18,9,2,0.09,0.23,287,228,140,100,116,64
"T Zuidoost","Bijlmermuseum Zuid",2017,26100,40,28,19,10,3,0.09,0.23,296,242,130,70,121,131
"T Zuidoost","Bijlmermuseum Zuid",2018,27014,42,28,18,9,3,0.16,0.25,307,262,137,78,127,133
"T Zuidoost","Bijlmermuseum Zuid",2019,27702,42,28,18,9,3,0.09,0.22,299,264,132,65,117,142
"T Zuidoost","Bijlmermuseum Zuid",2020,28676,42,27,18,9,4,0.1,0.23,304,277,133,58,118,161
"T Zuidoost","Dorp Driemond",2015,43438,16,19,18,21,26,0.06,0.24,13,0,48,51,3,0
"T Zuidoost","Dorp Driemond",2016,44779,16,19,19,21,25,0.18,0.27,32,14,54,53,17,3
"T Zuidoost","Dorp Driemond",2017,45500,16,18,19,21,26,0.11,0.25,25,17,50,40,8,12
"T Zuidoost","Dorp Driemond",2018,46457,16,17,19,21,27,0.11,0.25,28,28,50,33,8,30
"T Zuidoost","Dorp Driemond",2019,47143,16,17,19,21,27,0.03,0.23,20,20,45,19,0,38
"T Zuidoost","Dorp Driemond",2020,48331,16,16,20,21,27,0.1,0.25,32,32,48,17,6,65
"T Zuidoost","E-buurt",2015,38200,25,14,14,24,23,0.13,0.28,64,44,50,30,19,10
"T Zuidoost","E-buurt",2016,41100,22,16,14,24,24,0.1,0.25,54,40,50,30,27,21
"T Zuidoost","E-buurt",2017,42500,24,10,16,22,28,0.12,0.27,68,55,50,30,23,37
"T Zuidoost","E-buurt",2018,42550,24,12,15,24,25,0.13,0.27,70,70,50,16,24,60
"T Zuidoost","E-buurt",2019,43583,24,12,15,24,25,0.15,0.28,76,76,51,11,27,81
"T Zuidoost","E-buurt",2020,44511,24,11,16,24,25,0.15,0.28,78,78,50,3,26,98
"T Zuidoost","F-buurt",2015,34400,25,21,21,18,15,0.12,0.27,200,142,170,110,105,71
"T Zuidoost","F-buurt",2016,35900,24,21,22,17,16,0.12,0.26,202,151,160,100,108,80
"T Zuidoost","F-buurt",2017,36800,25,19,21,19,16,0.11,0.26,193,155,150,80,110,128
"T Zuidoost","F-buurt",2018,37627,25,19,22,18,16,0.12,0.27,205,173,160,83,108,130
"T Zuidoost","F-buurt",2019,38658,25,19,22,19,15,0.15,0.27,212,187,161,77,111,151
"T Zuidoost","F-buurt",2020,39765,25,18,22,19,16,0.2,0.29,221,203,163,73,116,175
"T Zuidoost","G-buurt Noord",2015,20200,58,26,11,4,1,0.07,0.19,373,274,90,60,142,61
"T Zuidoost","G-buurt Noord",2016,21400,58,24,11,5,2,0.07,0.2,379,302,90,70,133,62
"T Zuidoost","G-buurt Noord",2017,21800,58,24,12,4,2,0.07,0.2,391,322,90,50,129,86
"T Zuidoost","G-buurt Noord",2018,22839,58,23,12,4,3,0.02,0.18,380,316,86,41,128,99
"T Zuidoost","G-buurt Noord",2019,23910,58,23,12,5,2,0.05,0.19,388,332,88,37,132,122
"T Zuidoost","G-buurt Noord",2020,25069,58,23,12,5,2,0.12,0.21,400,350,91,34,140,148
"T Zuidoost","G-buurt Oost",2015,34900,29,19,19,17,16,0.13,0.27,65,43,110,80,53,23
"T Zuidoost","G-buurt Oost",2016,36300,28,20,20,17,15,0.14,0.28,81,62,110,80,45,33
"T Zuidoost","G-buurt Oost",2017,37100,29,20,21,15,15,0.15,0.28,72,55,110,70,53,52
"T Zuidoost","G-buurt Oost",2018,37987,29,18,20,17,16,0.14,0.28,78,75,109,62,49,72
"T Zuidoost","G-buurt Oost",2019,39237,29,18,21,17,15,0.23,0.3,93,93,114,61,60,101
"T Zuidoost","G-buurt Oost",2020,39858,29,17,21,17,16,0.13,0.27,82,82,108,46,48,106
"T Zuidoost","G-buurt West",2015,32700,28,21,22,17,12,0.12,0.26,199,141,160,140,97,63
"T Zuidoost","G-buurt West",2016,34000,27,23,21,16,13,0.12,0.26,182,147,150,130,96,81
"T Zuidoost","G-buurt West",2017,34700,29,21,23,15,12,0.12,0.26,170,139,160,100,107,143
"T Zuidoost","G-buurt West",2018,35935,28,21,23,17,11,0.19,0.28,199,173,160,114,108,141
"T Zuidoost","G-buurt West",2019,36551,28,20,23,16,13,0.09,0.25,188,173,154,99,96,146
"T Zuidoost","G-buurt West",2020,37614,28,19,23,17,13,0.13,0.26,196,188,156,94,100,169
"T Zuidoost","Gaasperdam Noord",2015,29500,34,25,20,13,8,0.12,0.26,160,106,160,80,65,69
"T Zuidoost","Gaasperdam Noord",2016,29600,35,25,22,11,7,0.12,0.26,159,118,170,60,76,67
"T Zuidoost","Gaasperdam Noord",2017,31000,33,24,22,13,8,0.1,0.25,180,141,170,60,67,62
"T Zuidoost","Gaasperdam Noord",2018,32011,34,24,22,13,7,0.14,0.27,176,147,167,54,72,105
"T Zuidoost","Gaasperdam Noord",2019,32819,34,23,22,13,8,0.1,0.25,173,154,165,43,66,118
"T Zuidoost","Gaasperdam Noord",2020,33551,34,22,22,13,9,0.03,0.23,167,158,161,31,58,128
"T Zuidoost","Gaasperdam Zuid",2015,26400,39,27,18,11,5,0.1,0.24,108,79,80,50,52,32
"T Zuidoost","Gaasperdam Zuid",2016,27600,38,25,21,12,4,0.1,0.24,105,80,80,50,43,38
"T Zuidoost","Gaasperdam Zuid",2017,28200,37,26,19,13,5,0.09,0.23,108,88,80,50,57,56
"T Zuidoost","Gaasperdam Zuid",2018,29022,38,25,19,12,6,0.02,0.21,101,96,75,29,40,68
"T Zuidoost","Gaasperdam Zuid",2019,30440,38,24,20,13,5,0.16,0.26,124,123,82,32,57,104
"T Zuidoost","Gaasperdam Zuid",2020,31392,38,24,20,13,5,0.16,0.26,127,127,82,25,57,122
"T Zuidoost","Gein Noordoost",2015,48200,9,10,19,27,35,0.08,0.22,21,11,150,100,13,29
"T Zuidoost","Gein Noordoost",2016,49276,9,10,19,27,35,0.12,0.23,29,26,152,95,17,51
"T Zuidoost","Gein Noordoost",2017,49951,9,9,19,27,36,0.03,0.21,20,20,147,82,6,59
"T Zuidoost","Gein Noordoost",2018,51083,9,8,20,28,35,0.08,0.22,30,30,149,78,13,84
"T Zuidoost","Gein Noordoost",2019,52109,9,8,20,28,35,0.11,0.23,36,36,150,72,15,104
"T Zuidoost","Gein Noordoost",2020,53316,10,7,20,28,35,0.18,0.25,49,49,154,71,24,132
"T Zuidoost","Gein Noordwest",2015,25700,41,27,17,10,5,0.08,0.22,292,216,170,90,143,94
"T Zuidoost","Gein Noordwest",2016,26300,40,29,17,9,5,0.08,0.22,278,228,160,80,115,107
"T Zuidoost","Gein Noordwest",2017,27500,40,26,20,10,4,0.09,0.23,297,240,170,80,113,149
"T Zuidoost","Gein Noordwest",2018,28493,41,26,19,10,4,0.11,0.23,299,254,168,71,127,157
"T Zuidoost","Gein Noordwest",2019,29492,41,26,19,10,4,0.13,0.24,304,267,168,65,129,177
"T Zuidoost","Gein Noordwest",2020,30000,40,25,19,10,6,0,0.2,289,264,161,48,112,178
"T Zuidoost","Gein Zuidoost",2015,32900,26,24,20,18,12,0.1,0.24,174,120,220,100,71,47
"T Zuidoost","Gein Zuidoost",2016,34000,27,22,21,19,11,0.1,0.24,157,124,210,100,67,61
"T Zuidoost","Gein Zuidoost",2017,35000,26,22,21,21,10,0.1,0.23,168,129,210,90,65,82
"T Zuidoost","Gein Zuidoost",2018,35850,26,21,21,20,12,0.1,0.24,172,146,213,82,67,99
"T Zuidoost","Gein Zuidoost",2019,37084,27,21,22,20,10,0.18,0.26,186,167,217,81,77,128
"T Zuidoost","Gein Zuidoost",2020,37758,26,20,21,20,13,0.1,0.24,178,169,212,67,66,135
"T Zuidoost","Gein Zuidwest",2015,26500,37,27,20,13,3,0.08,0.21,149,98,130,50,74,44
"T Zuidoost","Gein Zuidwest",2016,27900,35,26,22,12,5,0.09,0.23,143,105,120,50,66,50
"T Zuidoost","Gein Zuidwest",2017,28700,36,26,22,11,5,0.09,0.23,153,120,110,50,60,78
"T Zuidoost","Gein Zuidwest",2018,29736,36,25,22,12,5,0.13,0.24,160,135,122,38,71,99
"T Zuidoost","Gein Zuidwest",2019,30582,36,25,22,13,4,0.1,0.23,159,143,120,29,67,113
"T Zuidoost","Gein Zuidwest",2020,31319,36,24,22,13,5,0.04,0.21,153,147,116,17,59,123
"T Zuidoost","Grunder/Koningshoef",2015,35100,23,19,24,21,13,0.18,0.26,80,50,90,40,47,34
"T Zuidoost","Grunder/Koningshoef",2016,35400,24,17,24,21,14,0.17,0.26,60,48,100,50,37,43
"T Zuidoost","Grunder/Koningshoef",2017,35900,25,18,23,21,13,0.09,0.24,60,50,100,40,38,75
"T Zuidoost","Grunder/Koningshoef",2018,37333,24,17,24,21,14,0.14,0.25,71,71,95,28,39,85
"T Zuidoost","Grunder/Koningshoef",2019,38435,24,16,24,22,14,0.18,0.27,80,80,98,24,44,109
"T Zuidoost","Grunder/Koningshoef",2020,39042,24,15,24,21,16,0.08,0.23,69,69,92,9,31,114
"T Zuidoost","Hakfort/Huigenbos",2015,23700,44,31,15,9,1,0.09,0.22,312,212,90,100,114,88
"T Zuidoost","Hakfort/Huigenbos",2016,24400,45,29,16,9,1,0.09,0.23,298,223,100,80,116,55
"T Zuidoost","Hakfort/Huigenbos",2017,24900,45,29,15,8,3,0.08,0.22,315,262,100,60,108,104
"T Zuidoost","Hakfort/Huigenbos",2018,26026,44,28,16,9,3,0.03,0.21,306,248,93,61,105,111
"T Zuidoost","Hakfort/Huigenbos",2019,27046,45,28,16,9,2,0.05,0.21,312,262,94,55,107,132
"T Zuidoost","Hakfort/Huigenbos",2020,28306,45,28,16,10,1,0.15,0.24,328,284,99,55,119,162
"T Zuidoost","Holendrecht Noordwest",2015,23700,46,31,14,7,2,0.06,0.18,340,250,160,80,163,129
"T Zuidoost","Holendrecht Noordwest",2016,24000,48,29,15,6,2,0.06,0.19,370,290,150,70,141,131
"T Zuidoost","Holendrecht Noordwest",2017,24800,48,26,16,8,2,0.05,0.18,375,304,150,60,160,171
"T Zuidoost","Holendrecht Noordwest",2018,26189,48,28,16,7,1,0.1,0.2,373,308,155,58,159,185
"T Zuidoost","Holendrecht Noordwest",2019,27084,48,27,16,8,1,0.08,0.19,374,318,154,50,157,201
"T Zuidoost","Holendrecht Noordwest",2020,28157,48,27,16,8,1,0.12,0.2,383,334,156,45,162,224
"T Zuidoost","Holendrecht Oost",2015,39500,17,16,23,24,20,0.1,0.24,62,44,120,70,37,27
"T Zuidoost","Holendrecht Oost",2016,40400,16,17,25,24,18,0.1,0.24,72,44,120,60,38,29
"T Zuidoost","Holendrecht Oost",2017,41200,17,17,24,23,19,0.09,0.23,60,46,120,60,29,39
"T Zuidoost","Holendrecht Oost",2018,42319,17,16,24,24,19,0.11,0.24,72,69,120,50,36,69
"T Zuidoost","Holendrecht Oost",2019,43165,17,15,25,24,19,0.08,0.23,71,71,118,40,32,84
"T Zuidoost","Holendrecht Oost",2020,44550,17,15,25,25,18,0.21,0.27,92,92,125,42,47,118
"T Zuidoost","Hoptille",2015,24600,39,31,20,8,2,0.08,0.22,173,117,70,40,81,51
"T Zuidoost","Hoptille",2016,25200,41,28,20,9,2,0.09,0.23,167,128,70,50,71,57
"T Zuidoost","Hoptille",2017,24900,47,26,17,8,2,0.08,0.21,214,174,80,30,85,65
"T Zuidoost","Hoptille",2018,26889,43,27,19,9,2,0.11,0.23,195,166,74,27,82,97
"T Zuidoost","Hoptille",2019,27968,43,27,20,9,1,0.15,0.24,203,181,76,23,87,121
"T Zuidoost","Hoptille",2020,28769,43,26,20,9,2,0.11,0.23,200,188,73,13,81,133
"T Zuidoost","K-buurt Midden",2015,23900,45,26,17,9,3,0.1,0.24,268,205,90,70,105,62
"T Zuidoost","K-buurt Midden",2016,24700,45,27,15,10,3,0.1,0.24,253,201,100,70,114,69
"T Zuidoost","K-buurt Midden",2017,24800,47,27,15,10,1,0.1,0.23,290,231,110,50,136,107
"T Zuidoost","K-buurt Midden",2018,26547,46,26,16,10,2,0.16,0.26,284,241,103,53,125,123
"T Zuidoost","K-buurt Midden",2019,27289,46,25,16,10,3,0.1,0.24,279,246,99,41,117,133
"T Zuidoost","K-buurt Midden",2020,27905,45,24,16,10,5,0,0.21,268,246,93,26,105,139
"T Zuidoost","K-buurt Zuidoost",2015,34200,27,22,17,17,17,0.14,0.28,41,30,20,30,24,17
"T Zuidoost","K-buurt Zuidoost",2016,36300,25,19,17,20,19,0.12,0.27,33,27,20,20,27,18
"T Zuidoost","K-buurt Zuidoost",2017,39700,26,17,17,22,18,0.23,0.31,33,28,20,20,28,30
"T Zuidoost","K-buurt Zuidoost",2018,38670,26,18,17,20,19,0.17,0.29,43,43,20,9,27,59
"T Zuidoost","K-buurt Zuidoost",2019,39589,26,18,18,20,18,0.16,0.29,44,44,19,1,26,76
"T Zuidoost","K-buurt Zuidoost",2020,40624,26,17,18,20,19,0.19,0.3,51,51,20,0,28,97
"T Zuidoost","K-buurt Zuidwest",2015,33800,24,19,25,18,14,0.1,0.25,72,54,40,50,31,27
"T Zuidoost","K-buurt Zuidwest",2016,34800,26,19,23,18,14,0.1,0.25,76,57,40,40,34,43
"T Zuidoost","K-buurt Zuidwest",2017,36400,26,16,23,19,16,0.11,0.25,68,56,40,40,35,69
"T Zuidoost","K-buurt Zuidwest",2018,36597,25,16,24,18,17,0.01,0.22,65,65,34,22,22,71
"T Zuidoost","K-buurt Zuidwest",2019,37847,25,16,24,19,16,0.1,0.25,81,81,39,21,32,100
"T Zuidoost","K-buurt Zuidwest",2020,38668,25,16,24,19,16,0.06,0.24,78,78,36,11,27,114
"T Zuidoost","Kantershof",2015,28800,41,17,18,13,11,0.1,0.25,113,89,120,60,66,39
"T Zuidoost","Kantershof",2016,29400,42,18,18,14,8,0.1,0.25,120,93,110,50,61,56
"T Zuidoost","Kantershof",2017,29900,42,18,18,14,8,0.1,0.25,120,102,110,50,76,69
"T Zuidoost","Kantershof",2018,31282,42,17,18,14,9,0.11,0.25,124,118,113,39,68,92
"T Zuidoost","Kantershof",2019,31829,41,15,18,14,12,0,0.22,110,110,106,23,53,95
"T Zuidoost","Kantershof",2020,33115,42,15,19,14,10,0.09,0.25,128,128,111,23,65,125
"T Zuidoost","Kelbergen",2015,30400,30,23,23,18,6,0.08,0.21,60,37,50,30,28,32
"T Zuidoost","Kelbergen",2016,31000,30,25,22,15,8,0.08,0.21,56,42,50,30,27,27
"T Zuidoost","Kelbergen",2017,32900,29,24,19,18,10,0.09,0.22,48,39,60,30,40,48
"T Zuidoost","Kelbergen",2018,33025,29,22,21,17,11,0,0.19,48,48,48,9,20,60
"T Zuidoost","Kelbergen",2019,34092,29,22,22,17,10,0.03,0.2,55,55,49,4,24,83
"T Zuidoost","Kelbergen",2020,35268,30,22,22,18,8,0.1,0.22,68,68,53,1,32,109
"T Zuidoost","Kortvoort",2015,22100,52,26,14,7,1,0.08,0.21,284,198,140,100,139,91
"T Zuidoost","Kortvoort",2016,22800,50,27,14,7,2,0.08,0.22,277,210,140,90,138,104
"T Zuidoost","Kortvoort",2017,23600,51,25,15,7,2,0.07,0.21,311,245,160,70,139,143
"T Zuidoost","Kortvoort",2018,24621,51,25,15,7,2,0.05,0.2,292,237,144,70,134,145
"T Zuidoost","Kortvoort",2019,26026,52,25,15,8,0,0.19,0.25,315,264,152,73,151,180
"T Zuidoost","Kortvoort",2020,26619,51,24,15,8,2,0.08,0.22,303,263,146,58,138,185
"T Zuidoost","L-buurt",2015,33000,22,24,26,18,10,0.1,0.23,59,43,110,100,38,48
"T Zuidoost","L-buurt",2016,33000,23,24,27,17,9,0.1,0.23,62,40,100,90,33,49
"T Zuidoost","L-buurt",2017,34100,21,25,28,17,9,0.1,0.24,62,48,100,80,43,52
"T Zuidoost","L-buurt",2018,35440,22,23,28,18,9,0.15,0.25,74,72,106,79,44,92
"T Zuidoost","L-buurt",2019,36342,22,23,28,18,9,0.14,0.25,75,75,104,71,42,109
"T Zuidoost","L-buurt",2020,37307,22,22,28,18,10,0.14,0.25,79,79,104,64,42,127
"T Zuidoost","Rechte H-buurt",2015,24400,44,26,18,9,3,0.1,0.24,361,261,170,100,140,61
"T Zuidoost","Rechte H-buurt",2016,25700,43,27,16,10,4,0.1,0.24,364,298,160,90,129,80
"T Zuidoost","Rechte H-buurt",2017,26500,42,28,16,10,4,0.09,0.23,352,287,170,90,132,140
"T Zuidoost","Rechte H-buurt",2018,27104,43,25,17,10,5,0,0.21,352,294,161,72,121,118
"T Zuidoost","Rechte H-buurt",2019,28374,43,25,17,10,5,0.1,0.24,368,316,166,71,133,148
"T Zuidoost","Rechte H-buurt",2020,29190,43,25,17,10,5,0.06,0.23,366,323,163,61,128,161
"T Zuidoost","Reigersbos Midden",2015,29000,34,25,19,13,9,0.09,0.24,153,101,140,70,56,52
"T Zuidoost","Reigersbos Midden",2016,29900,34,26,20,12,8,0.1,0.24,136,110,130,80,66,77
"T Zuidoost","Reigersbos Midden",2017,30700,34,25,20,12,9,0.09,0.23,135,109,130,50,78,83
"T Zuidoost","Reigersbos Midden",2018,31779,34,24,20,13,9,0.1,0.24,148,130,133,52,67,107
"T Zuidoost","Reigersbos Midden",2019,32677,34,24,20,13,9,0.08,0.23,149,139,132,44,65,124
"T Zuidoost","Reigersbos Midden",2020,33527,34,23,20,13,10,0.06,0.23,148,147,130,34,61,138
"T Zuidoost","Reigersbos Noord",2015,26600,38,29,17,11,5,0.07,0.21,443,323,230,130,234,172
"T Zuidoost","Reigersbos Noord",2016,27500,38,28,18,11,5,0.08,0.21,427,334,230,130,201,181
"T Zuidoost","Reigersbos Noord",2017,28300,38,27,18,12,5,0.08,0.21,436,348,230,110,206,229
"T Zuidoost","Reigersbos Noord",2018,29245,38,27,18,12,5,0.04,0.2,437,354,228,106,209,226
"T Zuidoost","Reigersbos Noord",2019,30273,38,26,18,12,6,0.07,0.21,443,368,229,101,212,247
"T Zuidoost","Reigersbos Noord",2020,31282,38,26,18,12,6,0.09,0.21,449,382,229,95,214,268
"T Zuidoost","Reigersbos Zuid",2015,34500,25,21,20,20,14,0.09,0.24,116,84,190,70,60,47
"T Zuidoost","Reigersbos Zuid",2016,36000,24,21,20,20,15,0.1,0.24,100,71,180,70,46,60
"T Zuidoost","Reigersbos Zuid",2017,36300,25,20,20,20,15,0.1,0.24,110,83,180,60,45,68
"T Zuidoost","Reigersbos Zuid",2018,37443,25,19,20,20,16,0.08,0.24,112,100,182,51,48,92
"T Zuidoost","Reigersbos Zuid",2019,38529,25,19,21,21,14,0.12,0.25,121,116,184,46,52,115
"T Zuidoost","Reigersbos Zuid",2020,39560,25,19,21,21,14,0.15,0.26,127,127,185,41,55,136
"T Zuidoost","Venserpolder Oost",2015,25000,41,29,16,9,5,0.1,0.24,313,225,170,110,94,86
"T Zuidoost","Venserpolder Oost",2016,26700,40,28,17,10,5,0.1,0.24,300,236,160,110,96,95
"T Zuidoost","Venserpolder Oost",2017,28000,39,28,17,11,5,0.1,0.24,307,243,160,90,102,161
"T Zuidoost","Venserpolder Oost",2018,28637,40,27,17,11,5,0.15,0.26,320,263,166,93,103,157
"T Zuidoost","Venserpolder Oost",2019,29546,40,27,17,11,5,0.14,0.25,322,273,165,85,102,174
"T Zuidoost","Venserpolder Oost",2020,30274,40,26,17,11,6,0.08,0.23,315,277,161,72,93,183
"T Zuidoost","Venserpolder West",2015,24800,43,26,18,9,4,0.1,0.24,500,353,280,160,240,179
"T Zuidoost","Venserpolder West",2016,25100,43,28,17,9,3,0.13,0.25,513,395,270,150,229,209
"T Zuidoost","Venserpolder West",2017,25900,43,26,18,9,4,0.1,0.24,555,450,280,130,232,234
"T Zuidoost","Venserpolder West",2018,27240,43,26,18,9,4,0.14,0.25,532,425,278,134,236,247
"T Zuidoost","Venserpolder West",2019,27918,43,25,18,9,5,0.06,0.23,524,427,273,121,226,255
"T Zuidoost","Venserpolder West",2020,28920,43,24,18,10,5,0.07,0.23,530,441,274,115,228,275
"T Zuidoost","Vogeltjeswei",2015,37400,27,15,16,19,23,0.11,0.26,33,22,50,20,18,12
"T Zuidoost","Vogeltjeswei",2016,39500,27,16,15,18,24,0.12,0.27,29,22,50,20,13,14
"T Zuidoost","Vogeltjeswei",2017,39878,27,15,16,19,23,0.12,0.27,35,35,49,9,15,40
"T Zuidoost","Vogeltjeswei",2018,41067,27,14,16,19,24,0.19,0.29,48,48,53,7,24,67
"T Zuidoost","Vogeltjeswei",2019,41753,27,13,16,19,25,0.11,0.26,40,40,48,0,13,75
"T Zuidoost","Vogeltjeswei",2020,42543,27,13,16,19,25,0.06,0.25,36,36,45,0,7,87
