"district","neighborhood","year","inc_disposable","inc_q1","inc_q2","inc_q3","inc_q4","inc_q5","inc_theil","inc_gini","inc_social","inc_social_far","inc_disability","inc_unemployment","inc_debt","inc_notifications"
"E West","Cremerbuurt Oost",2020,48718,21,17,19,16,27,0.13,0.32,42,42,42,27,10,32
"E West","Cremerbuurt West",2015,38700,26,20,18,15,21,0.23,0.34,156,124,180,160,36,51
"E West","Cremerbuurt West",2016,40000,26,20,18,16,20,0.23,0.34,150,124,170,160,42,38
"E West","Cremerbuurt West",2017,42100,25,19,18,16,22,0.21,0.33,154,132,160,130,41,72
"E West","Cremerbuurt West",2018,43031,24,19,18,16,23,0.18,0.32,143,129,164,138,36,60
"E West","Cremerbuurt West",2019,44474,23,19,18,17,23,0.17,0.32,140,133,162,134,36,65
"E West","Cremerbuurt West",2020,45966,22,19,18,17,24,0.18,0.33,139,138,161,130,39,73
"E West","Da Costabuurt Noord",2015,36700,29,19,18,15,19,0.18,0.32,132,99,150,110,51,50
"E West","Da Costabuurt Noord",2016,38500,29,19,18,14,20,0.18,0.32,135,112,150,120,49,51
"E West","Da Costabuurt Noord",2017,41500,28,20,17,14,21,0.24,0.35,121,102,140,100,44,54
"E West","Da Costabuurt Noord",2018,41679,27,19,18,15,21,0.16,0.32,119,107,141,99,45,59
"E West","Da Costabuurt Noord",2019,43305,26,19,18,16,21,0.21,0.34,124,117,142,98,52,71
"E West","Da Costabuurt Noord",2020,44735,25,18,18,16,23,0.2,0.34,121,120,140,93,52,76
"E West","Da Costabuurt Zuid",2015,33800,32,22,20,12,14,0.18,0.32,89,77,60,50,26,32
"E West","Da Costabuurt Zuid",2016,35400,32,22,20,12,14,0.21,0.33,83,74,60,60,28,20
"E West","Da Costabuurt Zuid",2017,36200,31,20,21,13,15,0.19,0.32,84,73,60,40,25,34
"E West","Da Costabuurt Zuid",2018,37901,30,21,20,13,16,0.15,0.31,75,75,54,38,23,35
"E West","Da Costabuurt Zuid",2019,39507,29,21,21,14,15,0.19,0.33,79,79,55,37,30,47
"E West","Da Costabuurt Zuid",2020,41034,28,21,21,14,16,0.22,0.34,80,80,54,35,33,56
"E West","De Wester Quartier",2015,31500,33,23,19,13,12,0.15,0.3,110,77,60,40,59,30
"E West","De Wester Quartier",2016,32200,33,23,18,12,14,0.14,0.3,107,78,70,40,49,20
"E West","De Wester Quartier",2017,33800,33,24,16,12,15,0.15,0.3,116,90,70,40,51,35
"E West","De Wester Quartier",2018,35571,31,23,18,13,15,0.19,0.32,113,95,66,35,61,46
"E West","De Wester Quartier",2019,36969,30,23,18,14,15,0.18,0.31,109,97,63,30,60,50
"E West","De Wester Quartier",2020,38386,29,23,18,14,16,0.16,0.31,105,99,61,24,60,55
"E West","De Wittenbuurt Noord",2015,34907,34,20,19,10,17,0.18,0.32,53,37,52,37,8,2
"E West","De Wittenbuurt Noord",2016,36498,33,20,19,11,17,0.22,0.33,57,45,53,35,14,13
"E West","De Wittenbuurt Noord",2017,37900,32,20,19,11,18,0.2,0.33,52,47,50,30,13,17
"E West","De Wittenbuurt Noord",2018,39381,31,20,19,11,19,0.21,0.33,51,51,49,26,15,24
"E West","De Wittenbuurt Noord",2019,40767,30,19,19,12,20,0.19,0.33,46,46,46,20,13,27
"E West","De Wittenbuurt Noord",2020,42253,29,19,19,12,21,0.19,0.33,45,45,45,17,15,34
"E West","De Wittenbuurt Zuid",2015,28493,40,23,18,9,10,0.11,0.27,65,47,62,36,16,0
"E West","De Wittenbuurt Zuid",2016,30032,39,23,18,10,10,0.14,0.28,67,54,61,34,20,5
"E West","De Wittenbuurt Zuid",2017,31500,38,23,18,10,11,0.14,0.28,65,58,60,30,22,12
"E West","De Wittenbuurt Zuid",2018,32906,37,23,18,10,12,0.12,0.28,61,60,57,25,21,16
"E West","De Wittenbuurt Zuid",2019,34552,36,23,18,11,12,0.18,0.3,67,67,59,25,29,29
"E West","De Wittenbuurt Zuid",2020,35842,35,22,18,11,14,0.13,0.28,58,58,55,17,24,29
"E West","Ecowijk",2015,43201,18,15,21,18,28,0.12,0.25,49,30,54,49,22,0
"E West","Ecowijk",2016,44453,17,15,21,18,29,0.06,0.23,38,27,49,40,15,0
"E West","Ecowijk",2017,46100,16,15,21,19,29,0.11,0.25,44,37,50,40,23,10
"E West","Ecowijk",2018,47372,15,15,21,19,30,0.05,0.23,34,34,45,32,17,9
"E West","Ecowijk",2019,49427,15,15,22,20,28,0.23,0.29,57,57,53,41,40,37
"E West","Ecowijk",2020,50605,13,14,21,20,32,0.14,0.26,42,42,47,30,31,33
"E West","Erasmusparkbuurt Oost",2015,35900,28,21,17,14,20,0.14,0.29,72,61,70,50,26,15
"E West","Erasmusparkbuurt Oost",2016,38300,25,22,19,14,20,0.14,0.29,80,67,70,40,33,21
"E West","Erasmusparkbuurt Oost",2017,40600,25,22,17,14,22,0.16,0.31,88,72,70,40,31,30
"E West","Erasmusparkbuurt Oost",2018,41018,24,21,18,15,22,0.1,0.28,69,69,64,31,26,28
"E West","Erasmusparkbuurt Oost",2019,42343,23,21,18,15,23,0.05,0.27,61,61,60,24,22,29
"E West","Erasmusparkbuurt Oost",2020,44023,22,21,18,15,24,0.12,0.29,68,68,62,25,31,43
"E West","Erasmusparkbuurt West",2015,33800,23,23,24,17,13,0.11,0.25,114,93,110,90,37,23
"E West","Erasmusparkbuurt West",2016,35500,23,21,25,19,12,0.11,0.26,112,92,110,90,42,30
"E West","Erasmusparkbuurt West",2017,36600,21,22,25,18,14,0.13,0.26,107,96,110,100,44,42
"E West","Erasmusparkbuurt West",2018,38094,20,21,25,19,15,0.08,0.25,102,97,105,82,39,39
"E West","Erasmusparkbuurt West",2019,39813,20,21,25,19,15,0.16,0.27,110,110,107,84,49,55
"E West","Erasmusparkbuurt West",2020,40767,18,21,25,19,17,0,0.23,87,87,97,68,32,42
"E West","Fannius Scholtenbuurt",2015,30800,35,21,19,12,13,0.15,0.29,209,165,190,100,76,32
"E West","Fannius Scholtenbuurt",2016,31700,34,22,20,12,12,0.14,0.29,207,156,180,120,70,27
"E West","Fannius Scholtenbuurt",2017,33500,32,23,21,13,11,0.15,0.29,220,174,180,100,81,65
"E West","Fannius Scholtenbuurt",2018,34726,32,21,20,13,14,0.09,0.27,200,167,177,94,71,47
"E West","Fannius Scholtenbuurt",2019,36266,31,21,20,13,15,0.11,0.28,201,173,177,92,75,56
"E West","Fannius Scholtenbuurt",2020,37867,30,21,20,14,15,0.16,0.3,205,182,177,91,82,67
"E West","Filips van Almondekwartier",2015,34698,34,19,14,14,19,0.11,0.29,41,23,40,34,10,0
"E West","Filips van Almondekwartier",2016,36310,33,19,14,15,19,0.15,0.31,45,32,41,34,17,10
"E West","Filips van Almondekwartier",2017,37800,32,19,14,15,20,0.16,0.31,44,37,40,30,19,17
"E West","Filips van Almondekwartier",2018,39186,31,19,14,15,21,0.14,0.3,39,38,37,24,17,20
"E West","Filips van Almondekwartier",2019,40621,30,18,14,16,22,0.13,0.3,36,36,35,19,18,26
"E West","Filips van Almondekwartier",2020,42366,30,19,14,16,21,0.22,0.33,45,45,38,22,29,42
"E West","Frederik Hendrikbuurt Noord",2015,34100,34,18,17,14,17,0.19,0.32,175,148,160,80,53,26
"E West","Frederik Hendrikbuurt Noord",2016,36100,31,20,17,14,18,0.17,0.31,174,143,150,80,46,26
"E West","Frederik Hendrikbuurt Noord",2017,36500,32,21,17,14,16,0.17,0.32,188,153,150,80,44,38
"E West","Frederik Hendrikbuurt Noord",2018,38590,31,19,17,15,18,0.21,0.33,179,159,152,74,54,46
"E West","Frederik Hendrikbuurt Noord",2019,39635,29,19,17,15,20,0.08,0.29,160,150,143,61,40,37
"E West","Frederik Hendrikbuurt Noord",2020,41621,29,19,17,16,19,0.24,0.34,180,171,150,68,60,63
"E West","Frederik Hendrikbuurt Zuidoost",2015,32300,37,19,17,12,15,0.18,0.32,189,156,150,90,71,35
"E West","Frederik Hendrikbuurt Zuidoost",2016,34900,34,20,18,13,15,0.17,0.32,197,161,130,80,52,30
"E West","Frederik Hendrikbuurt Zuidoost",2017,36100,34,20,17,13,16,0.18,0.33,235,202,130,60,75,55
"E West","Frederik Hendrikbuurt Zuidoost",2018,37150,33,19,17,13,18,0.12,0.31,195,174,130,64,61,45
"E West","Frederik Hendrikbuurt Zuidoost",2019,38789,32,19,17,14,18,0.17,0.33,200,184,131,64,69,58
"E West","Frederik Hendrikbuurt Zuidoost",2020,40250,31,19,18,14,18,0.17,0.33,198,188,130,60,70,64
"E West","Frederik Hendrikbuurt Zuidwest",2015,39874,24,20,19,16,21,0.2,0.33,48,33,54,33,16,9
"E West","Frederik Hendrikbuurt Zuidwest",2016,42200,22,20,19,16,23,0.18,0.32,40,36,50,30,12,12
"E West","Frederik Hendrikbuurt Zuidwest",2017,41800,24,20,19,17,20,0.19,0.33,45,38,50,20,19,19
"E West","Frederik Hendrikbuurt Zuidwest",2018,44479,22,20,19,17,22,0.27,0.35,51,51,52,25,28,35
"E West","Frederik Hendrikbuurt Zuidwest",2019,45740,21,20,19,18,22,0.21,0.34,41,41,47,16,21,34
"E West","Frederik Hendrikbuurt Zuidwest",2020,47137,20,19,19,18,24,0.19,0.33,36,36,44,11,20,38
"E West","Geuzenhofbuurt",2015,35533,23,19,23,16,19,0.07,0.25,20,3,39,43,1,0
"E West","Geuzenhofbuurt",2016,37080,23,19,23,16,19,0.09,0.26,21,10,39,41,5,0
"E West","Geuzenhofbuurt",2017,38700,22,19,23,17,19,0.14,0.28,26,19,40,40,12,8
"E West","Geuzenhofbuurt",2018,39926,21,19,23,17,20,0.07,0.26,14,14,34,31,4,5
"E West","Geuzenhofbuurt",2019,41374,20,18,23,18,21,0.07,0.26,11,11,33,26,5,11
"E West","Geuzenhofbuurt",2020,43387,20,19,23,18,20,0.23,0.31,32,32,40,34,27,38
"E West","Gibraltarbuurt",2015,27500,37,27,18,10,8,0.11,0.26,336,254,210,120,134,68
"E West","Gibraltarbuurt",2016,28900,38,25,18,12,7,0.12,0.27,352,277,210,120,143,53
"E West","Gibraltarbuurt",2017,29200,39,24,18,12,7,0.12,0.27,350,296,210,90,155,94
"E West","Gibraltarbuurt",2018,31445,36,25,18,12,9,0.12,0.27,342,284,207,102,146,84
"E West","Gibraltarbuurt",2019,33286,36,25,19,13,7,0.23,0.31,356,300,212,106,162,105
"E West","Gibraltarbuurt",2020,34273,34,24,18,13,11,0.09,0.26,335,289,202,92,146,93
"E West","Helmersbuurt Oost",2015,51205,23,19,17,14,27,0.34,0.39,36,19,42,67,9,0
"E West","Helmersbuurt Oost",2016,52768,22,19,17,15,27,0.37,0.4,38,26,42,65,13,8
"E West","Helmersbuurt Oost",2017,54200,21,19,17,15,28,0.36,0.4,34,29,40,60,13,13
"E West","Helmersbuurt Oost",2018,56116,21,19,17,16,27,0.5,0.44,51,48,46,66,31,36
"E West","Helmersbuurt Oost",2019,57013,19,18,17,16,30,0.33,0.39,25,25,35,49,11,21
"E West","Helmersbuurt Oost",2020,58606,18,18,17,16,31,0.37,0.41,28,28,35,48,16,32
"E West","Houthavens Oost",2015,47320,25,14,19,17,25,0.34,0.39,22,8,24,30,2,0
"E West","Houthavens Oost",2016,48461,23,13,19,17,28,0.25,0.36,7,1,17,18,0,0
"E West","Houthavens Oost",2017,50200,23,13,19,18,27,0.33,0.39,16,14,20,20,2,4
"E West","Houthavens Oost",2018,51840,22,13,19,19,27,0.38,0.41,21,21,21,20,10,17
"E West","Houthavens Oost",2019,52728,21,12,19,18,30,0.21,0.36,0,0,10,3,0,1
"E West","Houthavens Oost",2020,54714,20,12,19,19,30,0.37,0.41,15,15,17,10,10,27
"E West","Jan Maijenbuurt",2015,27500,39,25,19,11,6,0.14,0.28,199,143,120,40,70,37
"E West","Jan Maijenbuurt",2016,29000,38,22,20,12,8,0.14,0.28,201,154,120,60,64,28
"E West","Jan Maijenbuurt",2017,29700,36,23,20,14,7,0.12,0.27,189,156,120,50,69,41
"E West","Jan Maijenbuurt",2018,31616,36,23,20,13,8,0.12,0.28,191,158,116,41,69,47
"E West","Jan Maijenbuurt",2019,33107,35,23,20,14,8,0.13,0.28,190,163,115,38,71,54
"E West","Jan Maijenbuurt",2020,34473,34,22,20,14,10,0.11,0.27,185,164,112,31,69,57
"E West","John Franklinbuurt",2015,27400,40,24,16,12,8,0.12,0.27,163,120,110,60,62,34
"E West","John Franklinbuurt",2016,28600,38,27,16,11,8,0.12,0.27,161,128,100,60,65,26
"E West","John Franklinbuurt",2017,29400,37,25,17,12,9,0.12,0.27,151,124,110,50,59,30
"E West","John Franklinbuurt",2018,31236,36,25,16,12,11,0.08,0.26,148,127,101,45,59,37
"E West","John Franklinbuurt",2019,33296,36,25,17,13,9,0.26,0.32,172,151,109,54,83,66
"E West","John Franklinbuurt",2020,34240,35,24,17,13,11,0.1,0.27,148,138,99,39,65,53
"E West","Kolenkitbuurt Noord",2015,26300,36,29,19,10,6,0.1,0.24,352,262,240,80,118,72
"E West","Kolenkitbuurt Noord",2016,28300,34,27,20,13,6,0.1,0.25,334,281,250,70,122,55
"E West","Kolenkitbuurt Noord",2017,28800,35,28,19,12,6,0.11,0.25,339,295,230,50,126,102
"E West","Kolenkitbuurt Noord",2018,30837,33,28,20,13,6,0.14,0.26,343,292,239,61,129,93
"E West","Kolenkitbuurt Noord",2019,32489,33,28,20,13,6,0.2,0.28,349,302,241,61,137,107
"E West","Kolenkitbuurt Noord",2020,33763,32,27,20,13,8,0.14,0.26,340,300,236,53,132,106
"E West","Kolenkitbuurt Zuid",2015,31300,30,25,19,13,13,0.12,0.27,82,62,110,40,45,22
"E West","Kolenkitbuurt Zuid",2016,31200,31,26,20,13,10,0.12,0.27,89,68,100,50,37,19
"E West","Kolenkitbuurt Zuid",2017,33800,28,25,18,16,13,0.14,0.28,89,77,110,30,61,39
"E West","Kolenkitbuurt Zuid",2018,35031,28,25,19,15,13,0.13,0.28,83,77,104,32,51,40
"E West","Kolenkitbuurt Zuid",2019,36736,27,25,19,15,14,0.2,0.3,91,89,106,33,61,55
"E West","Kolenkitbuurt Zuid",2020,37832,26,24,19,15,16,0.1,0.27,74,74,98,21,49,48
"E West","Kortenaerkwartier",2015,33400,32,21,17,13,17,0.15,0.3,101,72,90,40,44,20
"E West","Kortenaerkwartier",2016,35600,29,22,18,14,17,0.14,0.3,104,80,90,50,48,11
"E West","Kortenaerkwartier",2017,37000,29,21,17,14,19,0.14,0.3,98,81,90,50,57,40
"E West","Kortenaerkwartier",2018,38200,28,21,17,14,20,0.13,0.3,95,84,86,37,50,34
"E West","Kortenaerkwartier",2019,39884,28,21,18,15,18,0.19,0.32,102,95,88,38,60,49
"E West","Kortenaerkwartier",2020,41291,27,21,18,15,19,0.18,0.32,98,97,85,33,59,53
"E West","Laan van Spartaan",2015,33300,30,26,14,14,16,0.12,0.28,65,52,80,30,27,8
"E West","Laan van Spartaan",2016,34000,29,27,16,13,15,0.12,0.27,62,57,80,30,20,18
"E West","Laan van Spartaan",2017,36600,27,22,16,19,16,0.12,0.27,78,68,80,30,30,27
"E West","Laan van Spartaan",2018,37628,27,25,16,16,16,0.14,0.28,67,67,78,23,31,33
"E West","Laan van Spartaan",2019,39122,26,24,16,17,17,0.15,0.29,67,67,77,20,33,40
"E West","Laan van Spartaan",2020,40283,25,24,15,17,19,0.06,0.26,52,52,70,9,23,35
"E West","Landlust Noord",2015,28800,33,26,20,13,8,0.12,0.27,125,93,110,50,46,40
"E West","Landlust Noord",2016,30700,31,26,22,13,8,0.14,0.27,116,86,110,50,47,41
"E West","Landlust Noord",2017,31300,31,26,22,13,8,0.12,0.26,116,97,110,40,58,58
"E West","Landlust Noord",2018,33107,30,25,21,14,10,0.1,0.26,112,97,105,37,50,56
"E West","Landlust Noord",2019,34582,29,25,21,14,11,0.11,0.27,111,102,104,33,52,63
"E West","Landlust Noord",2020,35756,27,25,21,14,13,0.02,0.24,97,96,98,22,42,58
"E West","Landlust Zuid",2015,30400,34,23,20,12,11,0.13,0.28,252,186,180,110,75,34
"E West","Landlust Zuid",2016,32100,33,22,20,13,12,0.15,0.29,240,188,170,110,86,39
"E West","Landlust Zuid",2017,33300,32,22,20,14,12,0.13,0.28,231,183,170,90,100,60
"E West","Landlust Zuid",2018,35359,32,22,21,14,11,0.29,0.33,258,210,178,106,108,76
"E West","Landlust Zuid",2019,36054,30,21,20,14,15,0.06,0.26,224,189,164,85,81,53
"E West","Landlust Zuid",2020,37914,30,22,20,15,13,0.18,0.3,239,207,169,90,97,75
"E West","Lootsbuurt",2015,30100,39,21,18,11,11,0.18,0.31,133,107,110,60,45,19
"E West","Lootsbuurt",2016,31100,39,21,18,10,12,0.16,0.31,122,102,100,50,47,37
"E West","Lootsbuurt",2017,32300,37,23,16,11,13,0.17,0.32,118,100,100,50,45,33
"E West","Lootsbuurt",2018,34410,37,22,18,12,11,0.27,0.35,134,122,105,52,60,54
"E West","Lootsbuurt",2019,35153,35,21,17,11,16,0.06,0.28,102,102,92,32,35,34
"E West","Lootsbuurt",2020,37006,35,21,18,12,14,0.17,0.32,117,117,97,37,51,55
"E West","Marcanti",2015,34800,31,20,19,15,15,0.16,0.3,41,36,50,30,16,10
"E West","Marcanti",2016,36368,31,21,18,16,14,0.21,0.32,44,39,51,37,16,13
"E West","Marcanti",2017,37800,30,21,16,16,17,0.22,0.32,42,38,50,40,11,10
"E West","Marcanti",2018,39382,29,20,18,16,17,0.24,0.33,44,44,49,30,22,28
"E West","Marcanti",2019,40488,27,20,17,17,19,0.13,0.3,27,27,42,18,10,21
"E West","Marcanti",2020,42094,27,20,18,17,18,0.18,0.31,31,31,43,17,16,33
"E West","Orteliusbuurt Midden",2015,31300,32,24,19,14,11,0.13,0.28,89,65,80,50,31,26
"E West","Orteliusbuurt Midden",2016,33500,29,23,21,15,12,0.14,0.29,87,64,80,50,33,30
"E West","Orteliusbuurt Midden",2017,34900,30,22,19,14,15,0.13,0.28,91,72,70,50,35,39
"E West","Orteliusbuurt Midden",2018,36300,29,23,20,15,13,0.18,0.3,91,80,76,45,41,50
"E West","Orteliusbuurt Midden",2019,37305,27,22,20,15,16,0.04,0.26,70,69,67,31,25,39
"E West","Orteliusbuurt Midden",2020,39005,27,22,20,16,15,0.11,0.28,78,78,69,32,35,54
"E West","Orteliusbuurt Noord",2015,30100,35,21,22,13,9,0.12,0.27,96,68,60,40,39,18
"E West","Orteliusbuurt Noord",2016,30800,35,21,20,15,9,0.12,0.27,91,74,50,40,42,24
"E West","Orteliusbuurt Noord",2017,32900,33,20,21,15,11,0.12,0.27,97,80,60,40,34,28
"E West","Orteliusbuurt Noord",2018,34098,32,20,21,15,12,0.09,0.26,87,79,52,30,38,33
"E West","Orteliusbuurt Noord",2019,35482,31,20,21,15,13,0.07,0.26,82,81,49,24,36,36
"E West","Orteliusbuurt Noord",2020,37315,31,20,21,16,12,0.18,0.3,96,96,54,28,51,56
"E West","Orteliusbuurt Zuid",2015,31000,35,22,19,12,12,0.14,0.29,74,52,70,40,26,14
"E West","Orteliusbuurt Zuid",2016,33500,32,24,18,12,14,0.15,0.3,70,53,80,50,29,11
"E West","Orteliusbuurt Zuid",2017,33300,33,22,20,13,12,0.14,0.29,83,63,80,40,33,32
"E West","Orteliusbuurt Zuid",2018,35698,32,22,19,13,14,0.2,0.31,79,70,76,39,38,38
"E West","Orteliusbuurt Zuid",2019,37135,31,22,19,14,14,0.19,0.31,76,73,74,34,39,43
"E West","Orteliusbuurt Zuid",2020,38266,29,22,19,14,16,0.09,0.28,60,60,67,23,28,37
"E West","Paramariboplein e.o.",2015,36900,27,20,19,14,20,0.15,0.3,109,77,110,80,49,25
"E West","Paramariboplein e.o.",2016,38400,27,20,19,14,20,0.16,0.3,114,84,110,110,43,27
"E West","Paramariboplein e.o.",2017,40600,25,21,18,15,21,0.17,0.31,108,88,120,90,45,35
"E West","Paramariboplein e.o.",2018,41509,24,20,19,15,22,0.15,0.3,104,89,109,84,46,40
"E West","Paramariboplein e.o.",2019,42879,23,20,19,15,23,0.12,0.29,98,90,106,78,44,42
"E West","Paramariboplein e.o.",2020,44690,23,20,19,16,22,0.22,0.33,111,106,110,81,58,62
"E West","Pieter van der Doesbuurt",2015,32000,33,24,18,11,14,0.15,0.29,116,81,70,40,25,30
"E West","Pieter van der Doesbuurt",2016,33600,35,21,18,11,15,0.16,0.3,117,91,60,60,39,42
"E West","Pieter van der Doesbuurt",2017,33900,34,22,17,12,15,0.15,0.3,127,106,70,60,36,40
"E West","Pieter van der Doesbuurt",2018,35914,32,22,18,12,16,0.1,0.28,109,95,61,41,29,43
"E West","Pieter van der Doesbuurt",2019,37283,31,21,18,12,18,0.08,0.28,103,96,57,35,27,46
"E West","Pieter van der Doesbuurt",2020,38843,30,21,18,13,18,0.11,0.29,105,103,57,33,32,56
"E West","Postjeskade e.o.",2015,36000,26,22,20,16,16,0.19,0.3,102,66,110,70,42,31
"E West","Postjeskade e.o.",2016,37500,26,21,18,17,18,0.14,0.29,91,71,100,90,34,22
"E West","Postjeskade e.o.",2017,38700,25,20,19,17,19,0.14,0.29,94,77,100,70,44,30
"E West","Postjeskade e.o.",2018,40687,24,21,19,18,18,0.27,0.33,107,91,106,76,56,54
"E West","Postjeskade e.o.",2019,41628,23,20,19,18,20,0.11,0.28,83,78,96,61,38,40
"E West","Postjeskade e.o.",2020,43251,22,20,19,18,21,0.16,0.3,88,87,97,60,45,53
"E West","Robert Scottbuurt Oost",2015,31800,29,23,19,17,12,0.12,0.27,79,58,80,50,43,19
"E West","Robert Scottbuurt Oost",2016,34100,30,23,17,17,13,0.14,0.29,64,50,70,60,39,11
"E West","Robert Scottbuurt Oost",2017,34700,29,23,18,16,14,0.14,0.29,66,53,80,40,45,27
"E West","Robert Scottbuurt Oost",2018,36296,27,22,18,17,16,0.09,0.27,59,56,71,38,39,26
"E West","Robert Scottbuurt Oost",2019,37617,26,22,18,18,16,0.04,0.26,51,51,67,31,35,27
"E West","Robert Scottbuurt Oost",2020,39363,26,22,18,18,16,0.13,0.29,61,61,70,33,47,43
"E West","Robert Scottbuurt West",2015,27200,40,26,17,10,7,0.11,0.26,77,63,70,40,24,23
"E West","Robert Scottbuurt West",2016,27600,38,30,16,9,7,0.1,0.25,113,86,80,50,26,30
"E West","Robert Scottbuurt West",2017,28400,38,28,17,9,8,0.1,0.24,105,84,80,40,37,53
"E West","Robert Scottbuurt West",2018,30607,37,28,17,10,8,0.09,0.25,93,84,73,34,30,46
"E West","Robert Scottbuurt West",2019,32275,36,28,17,11,8,0.15,0.27,99,95,75,35,39,60
"E West","Robert Scottbuurt West",2020,33697,35,27,17,11,10,0.14,0.27,96,96,72,30,39,65
"E West","Spaarndammerbuurt Midden",2015,29600,37,24,16,12,11,0.14,0.28,85,67,60,40,26,22
"E West","Spaarndammerbuurt Midden",2016,30600,36,25,19,10,10,0.14,0.29,76,63,50,40,36,21
"E West","Spaarndammerbuurt Midden",2017,32200,34,24,19,9,14,0.14,0.28,73,64,60,30,44,26
"E West","Spaarndammerbuurt Midden",2018,33618,34,24,18,11,13,0.11,0.28,70,69,52,26,34,32
"E West","Spaarndammerbuurt Midden",2019,34920,33,23,18,11,15,0.06,0.26,61,61,47,19,29,32
"E West","Spaarndammerbuurt Midden",2020,36335,32,23,18,12,15,0.05,0.26,57,57,45,13,29,37
"E West","Spaarndammerbuurt Noordoost",2015,27600,41,23,18,9,9,0.12,0.27,278,217,160,70,80,44
"E West","Spaarndammerbuurt Noordoost",2016,29300,41,22,17,10,10,0.13,0.28,291,239,160,70,65,30
"E West","Spaarndammerbuurt Noordoost",2017,30100,43,21,16,11,9,0.14,0.28,273,230,170,60,69,50
"E West","Spaarndammerbuurt Noordoost",2018,31755,40,21,17,11,11,0.08,0.26,270,231,157,55,68,48
"E West","Spaarndammerbuurt Noordoost",2019,33368,39,21,17,11,12,0.13,0.28,275,241,158,54,75,60
"E West","Spaarndammerbuurt Noordoost",2020,34813,38,21,17,12,12,0.13,0.28,272,244,157,50,76,66
"E West","Spaarndammerbuurt Noordwest",2015,30800,37,20,18,14,11,0.12,0.27,180,139,100,60,61,28
"E West","Spaarndammerbuurt Noordwest",2016,32400,36,19,17,14,14,0.14,0.28,166,137,110,70,54,22
"E West","Spaarndammerbuurt Noordwest",2017,32800,37,20,17,14,12,0.15,0.29,158,137,100,50,61,38
"E West","Spaarndammerbuurt Noordwest",2018,35044,35,19,18,15,13,0.17,0.29,169,150,102,55,66,46
"E West","Spaarndammerbuurt Noordwest",2019,36507,34,19,18,15,14,0.18,0.3,167,154,101,50,67,53
"E West","Spaarndammerbuurt Noordwest",2020,37840,33,19,18,16,14,0.14,0.29,160,154,97,44,64,54
"E West","Spaarndammerbuurt Zuidoost",2015,31600,33,27,14,14,12,0.12,0.27,64,45,60,30,24,10
"E West","Spaarndammerbuurt Zuidoost",2016,32496,34,25,16,14,11,0.14,0.28,64,48,56,26,24,13
"E West","Spaarndammerbuurt Zuidoost",2017,33300,35,22,17,13,13,0.14,0.29,61,47,50,20,20,13
"E West","Spaarndammerbuurt Zuidoost",2018,35101,32,24,15,14,15,0.05,0.26,47,45,47,11,14,14
"E West","Spaarndammerbuurt Zuidoost",2019,37072,32,24,16,15,13,0.2,0.31,67,66,54,18,35,39
"E West","Spaarndammerbuurt Zuidoost",2020,38420,31,24,16,15,14,0.17,0.3,60,60,51,11,32,41
"E West","Spaarndammerbuurt Zuidwest",2015,30300,37,25,14,12,12,0.12,0.27,81,63,80,50,32,13
"E West","Spaarndammerbuurt Zuidwest",2016,32300,37,22,17,10,14,0.13,0.28,83,68,80,40,38,14
"E West","Spaarndammerbuurt Zuidwest",2017,33900,37,23,15,11,14,0.15,0.3,84,72,80,40,31,23
"E West","Spaarndammerbuurt Zuidwest",2018,35062,35,23,15,12,15,0.13,0.28,78,75,76,35,35,28
"E West","Spaarndammerbuurt Zuidwest",2019,36917,35,23,16,13,13,0.25,0.32,92,92,81,39,51,49
"E West","Spaarndammerbuurt Zuidwest",2020,38241,34,23,16,13,14,0.21,0.31,85,85,77,32,47,50
"E West","Staatsliedenbuurt Noordoost",2015,27377,44,23,15,10,8,0.13,0.26,70,50,83,42,23,7
"E West","Staatsliedenbuurt Noordoost",2016,29300,42,23,16,9,10,0.12,0.26,66,54,80,40,21,12
"E West","Staatsliedenbuurt Noordoost",2017,29800,43,22,14,13,8,0.13,0.27,66,56,80,30,27,19
"E West","Staatsliedenbuurt Noordoost",2018,31641,41,22,15,12,10,0.1,0.26,59,58,76,27,22,21
"E West","Staatsliedenbuurt Noordoost",2019,32886,40,22,15,12,11,0.03,0.24,48,48,71,18,16,19
"E West","Staatsliedenbuurt Noordoost",2020,34495,39,22,15,12,12,0.08,0.26,52,52,72,17,22,31
"E West","Trompbuurt",2015,35800,29,21,17,14,19,0.16,0.3,89,54,90,80,33,32
"E West","Trompbuurt",2016,36800,29,23,17,14,17,0.15,0.3,86,57,80,70,36,27
"E West","Trompbuurt",2017,38000,29,21,16,15,19,0.16,0.3,90,68,80,60,38,36
"E West","Trompbuurt",2018,39547,27,21,17,15,20,0.08,0.28,74,60,76,56,29,35
"E West","Trompbuurt",2019,41445,27,21,17,16,19,0.22,0.32,90,78,82,62,46,58
"E West","Trompbuurt",2020,42803,25,21,17,16,21,0.19,0.31,84,78,78,55,44,60
"E West","Van Brakelkwartier",2015,32100,29,27,18,13,13,0.13,0.28,69,50,50,30,15,12
"E West","Van Brakelkwartier",2016,33500,25,31,17,14,13,0.12,0.27,71,55,50,30,20,15
"E West","Van Brakelkwartier",2017,35400,24,29,18,12,17,0.14,0.29,68,61,40,30,17,17
"E West","Van Brakelkwartier",2018,36588,24,29,18,14,15,0.13,0.28,65,63,43,22,20,27
