"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"K Zuid","Kromme Mijdrechtbuurt",2016,1446,0,18,1,10,730,247,469,8,870,328,147,93,1.73,87,87,202,58,868,116,28,241803,4218,"3.high","2.bad","3.good","3.high","3.high","4.very high"
"K Zuid","Kromme Mijdrechtbuurt",2017,1447,0,18,1,10,712,268,467,7,869,329,146,96,1.73,89,75,214,51,871,114,33,296895,4806,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Kromme Mijdrechtbuurt",2018,1485,0,19,4,10,744,273,468,28,868,342,156,91,1.75,100,86,214,57,857,129,42,368784,5495,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Kromme Mijdrechtbuurt",2019,1449,0,18,1,10,708,265,476,6,847,330,152,114,1.71,87,85,225,54,837,122,39,368495,5932,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Kromme Mijdrechtbuurt",2020,1449,0,18,1,10,696,267,486,0,843,329,148,129,1.7,89,89,222,44,858,118,29,460193,6529,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Legmeerpleinbuurt",2015,919,0,0,0,0,76,300,543,8,529,207,84,91,1.77,75,67,150,50,502,69,6,254994,3668,"3.high","2.bad","3.good","3.high","3.high","4.very high"
"K Zuid","Legmeerpleinbuurt",2016,955,0,1,2,0,104,322,529,31,531,221,95,77,1.82,82,73,155,64,491,73,17,307401,4379,"3.high","3.good","3.good","4.very high","4.very high","4.very high"
"K Zuid","Legmeerpleinbuurt",2017,929,0,0,0,0,71,328,530,9,519,213,91,97,1.78,67,67,153,57,502,64,19,334674,4794,"3.high","2.bad","3.good","4.very high","4.very high","4.very high"
"K Zuid","Legmeerpleinbuurt",2018,969,0,1,3,0,98,338,533,34,521,226,98,90,1.82,82,73,165,64,494,73,18,422893,5577,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Legmeerpleinbuurt",2019,931,0,0,0,0,68,317,546,11,495,211,90,124,1.81,75,71,162,59,485,63,16,455201,6127,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Legmeerpleinbuurt",2020,911,0,0,0,0,32,323,556,0,488,204,85,134,1.75,66,66,161,47,493,66,12,504292,6543,"3.high","2.bad","3.good","4.very high","3.high","3.high"
"K Zuid","Lizzy Ansinghbuurt",2015,1379,0,0,2,5,574,327,478,139,560,479,105,96,1.77,74,94,190,54,837,110,20,233450,3751,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Lizzy Ansinghbuurt",2016,1320,0,0,0,4,514,309,497,96,540,457,95,132,1.68,59,73,176,29,865,103,15,222070,4108,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Lizzy Ansinghbuurt",2017,1386,0,0,2,5,563,360,463,139,558,478,110,101,1.72,63,95,185,61,835,122,25,301129,4818,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Lizzy Ansinghbuurt",2018,1443,0,1,6,6,599,371,473,172,567,502,122,80,1.79,82,109,204,82,817,123,26,389609,5661,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Lizzy Ansinghbuurt",2019,1399,0,0,2,5,549,341,509,137,548,489,115,110,1.74,73,93,213,62,826,109,23,392227,6147,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Lizzy Ansinghbuurt",2020,1339,0,0,0,4,494,337,508,97,518,463,99,162,1.67,59,88,191,29,853,103,16,448307,6473,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt Oost",2015,873,0,0,2,1,725,89,59,16,484,270,77,26,1.66,72,57,91,32,528,86,7,250337,3969,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt Oost",2016,925,0,1,5,2,757,121,47,50,504,295,89,0,1.73,77,69,94,43,531,103,8,308292,5058,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Marathonbuurt Oost",2017,876,0,0,1,1,700,99,77,14,482,275,79,26,1.7,67,56,82,34,540,92,5,338971,5536,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt Oost",2018,874,0,0,1,1,697,109,68,12,473,276,77,36,1.67,70,61,87,26,524,96,10,392837,6046,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt Oost",2019,876,0,0,1,1,694,125,57,14,474,284,77,27,1.67,63,66,78,29,526,101,13,426944,6910,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Marathonbuurt Oost",2020,850,0,0,0,0,659,108,83,0,450,267,72,61,1.63,63,54,81,18,534,90,10,490039,7121,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2015,1521,0,0,0,0,1260,210,51,31,1193,269,24,4,1.56,90,76,138,37,986,183,11,206991,4030,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2016,1495,0,0,0,0,1204,207,84,16,1187,263,20,9,1.56,92,76,137,31,976,168,15,204182,4472,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2017,1521,0,0,0,0,1202,220,99,30,1192,270,25,4,1.58,95,86,149,36,976,169,10,269889,5080,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2018,1509,0,0,0,0,1198,222,89,20,1178,267,22,22,1.56,92,77,139,31,985,169,16,319290,5668,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2019,1521,0,0,0,0,1189,238,94,31,1182,277,27,4,1.59,104,88,141,38,979,160,11,335822,6287,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Marathonbuurt West",2020,1637,0,2,9,1,1287,286,64,98,1207,314,51,0,1.67,115,115,172,86,933,201,15,488980,7236,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Minervabuurt Midden",2015,1103,0,0,0,0,1,541,561,15,23,48,114,903,2.28,178,210,112,71,441,70,21,575793,4097,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Midden",2016,1109,0,0,1,0,15,563,531,21,34,48,106,900,2.26,176,220,110,77,428,77,21,723376,4863,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Midden",2017,1102,0,0,0,0,0,585,517,15,23,48,114,902,2.24,175,222,103,73,432,73,24,750116,5494,"4.very high","4.very good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Midden",2018,1060,0,0,0,0,0,552,508,0,3,29,95,933,2.19,167,223,100,56,424,67,23,809081,5856,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Midden",2019,1104,0,0,0,0,0,569,535,12,27,39,87,939,2.21,172,241,100,71,415,83,22,999051,6668,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Midden",2020,1129,0,0,2,0,0,591,538,23,11,54,111,930,2.25,179,235,112,78,425,78,22,951268,7234,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Noord",2015,603,0,0,0,0,0,329,274,4,4,25,17,553,2.32,97,132,58,41,235,30,10,674294,4017,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Noord",2016,594,0,0,0,0,0,333,261,0,6,24,13,551,2.32,91,139,48,42,230,30,14,832991,4709,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Noord",2017,606,0,0,0,0,0,354,252,4,3,30,16,553,2.39,93,141,54,40,233,37,8,871570,5388,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Noord",2018,601,0,0,0,0,0,346,255,0,0,26,14,561,2.32,91,146,55,36,231,30,12,946014,5887,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Noord",2019,608,0,0,0,0,0,346,262,4,2,29,13,560,2.28,90,155,48,43,227,35,10,1134457,6570,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Noord",2020,655,0,1,4,0,14,379,262,28,0,46,26,555,2.36,99,154,62,49,235,43,13,1081174,7215,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Zuid",2015,1253,0,0,0,0,0,574,679,31,18,87,216,901,2.11,172,205,132,87,568,63,26,475627,4055,"3.high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Zuid",2016,1313,0,1,5,1,56,616,641,71,45,107,227,863,2.19,184,221,135,110,564,74,25,599773,5049,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Zuid",2017,1256,0,0,0,0,0,623,633,31,19,86,215,905,2.12,175,224,116,93,562,67,19,619865,5414,"4.very high","4.very good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Zuid",2018,1225,0,0,0,0,0,589,636,8,1,74,207,935,2.08,166,217,128,77,561,51,25,666785,5916,"3.high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Minervabuurt Zuid",2019,1259,0,0,0,0,0,595,664,31,19,84,211,914,2.14,178,222,136,92,548,64,19,786146,6855,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Minervabuurt Zuid",2020,1279,0,0,1,0,0,622,657,37,4,93,219,926,2.12,177,228,139,89,557,63,26,801464,7243,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Olympisch Stadion e.o.",2015,1097,0,0,0,98,321,93,683,4,16,239,459,379,1.98,102,166,142,103,480,90,14,393836,3954,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"K Zuid","Olympisch Stadion e.o.",2016,1102,0,0,0,97,275,72,755,0,4,235,471,392,1.87,108,168,144,72,503,96,11,405573,4145,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Olympisch Stadion e.o.",2017,1198,0,0,0,98,316,107,775,5,18,274,506,395,1.89,119,189,163,88,514,115,10,468981,4810,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Olympisch Stadion e.o.",2018,1186,0,0,2,98,326,116,744,16,17,266,490,397,1.94,116,186,163,93,500,116,12,554105,5567,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Olympisch Stadion e.o.",2019,1199,0,0,0,98,316,108,775,5,17,261,490,426,1.92,126,191,161,80,507,124,10,606410,6006,"4.very high","4.very good","4.very good","4.very high","3.high","3.high"
"K Zuid","Olympisch Stadion e.o.",2020,1186,0,0,1,98,308,126,752,10,2,265,490,419,1.93,117,188,164,94,493,117,13,663202,6720,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"K Zuid","Prinses Irenebuurt",2015,695,0,0,0,0,0,522,173,0,52,29,181,433,1.84,109,113,54,34,349,29,7,506697,3257,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Prinses Irenebuurt",2016,685,0,0,0,0,1,522,162,0,56,25,176,428,1.88,103,123,48,34,336,34,7,600962,4033,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Prinses Irenebuurt",2017,696,0,0,0,0,0,543,153,0,52,29,179,436,1.89,103,131,47,31,343,36,5,625081,4692,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Prinses Irenebuurt",2018,693,0,0,0,0,0,535,158,0,43,28,178,444,1.87,105,126,49,35,336,35,7,713557,5209,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Prinses Irenebuurt",2019,696,0,0,0,0,0,529,167,0,51,29,176,440,1.92,101,136,56,35,325,32,11,849470,5979,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"K Zuid","Prinses Irenebuurt",2020,703,0,0,0,0,0,550,153,0,32,31,180,460,1.87,104,132,56,35,334,35,7,827777,6396,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Rijnbuurt Midden",2015,1226,0,15,0,0,159,238,829,27,683,420,50,46,1.77,103,73,219,53,689,64,25,242359,3594,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Midden",2016,1182,0,14,0,0,130,237,815,0,668,384,51,79,1.72,87,62,224,37,684,62,26,247983,3996,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Midden",2017,1229,0,15,0,0,163,276,790,27,678,415,54,55,1.77,94,71,239,60,666,74,25,318993,4754,"3.high","2.bad","3.good","3.high","3.high","4.very high"
"K Zuid","Rijnbuurt Midden",2018,1212,0,15,0,0,136,259,817,13,663,395,57,84,1.74,100,62,237,50,675,62,26,370882,5245,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Midden",2019,1231,0,15,0,0,157,269,805,28,667,370,80,86,1.74,107,69,233,58,671,74,19,412549,5824,"3.high","2.bad","3.good","4.very high","3.high","3.high"
"K Zuid","Rijnbuurt Midden",2020,1265,0,15,2,0,162,291,812,43,667,415,69,71,1.77,111,86,246,61,663,74,24,504885,6569,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Oost",2015,1502,0,31,1,3,286,444,772,11,1058,268,107,58,1.82,97,98,267,73,827,99,41,221018,3713,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Rijnbuurt Oost",2016,1510,0,31,2,3,299,475,736,20,1012,277,135,66,1.84,103,103,279,73,806,103,43,253748,4297,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Rijnbuurt Oost",2017,1497,0,31,1,3,282,495,720,12,1027,273,112,73,1.83,93,101,285,72,804,98,44,296735,4931,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Oost",2018,1467,0,30,0,2,243,466,758,0,983,260,125,99,1.78,93,93,278,62,818,93,30,341259,5305,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt Oost",2019,1500,0,31,1,2,273,487,740,7,919,277,179,118,1.8,97,101,293,71,814,93,31,390734,5868,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Rijnbuurt Oost",2020,1571,0,32,6,3,312,520,739,48,1004,298,149,72,1.87,115,115,303,101,778,115,44,499551,6795,"3.high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Rijnbuurt West",2015,1039,0,0,0,9,948,73,18,13,813,88,99,26,1.53,61,52,65,33,698,122,8,220122,3984,"2.low","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt West",2016,1143,0,1,7,10,1001,119,23,72,837,131,128,0,1.65,82,71,92,61,694,133,10,269826,4782,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt West",2017,1072,0,0,0,9,913,87,72,16,820,95,105,36,1.57,62,53,84,43,709,114,7,276595,4989,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt West",2018,1069,0,0,0,9,921,97,51,17,798,102,111,41,1.56,64,53,75,43,706,118,10,342721,5691,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt West",2019,1073,0,0,0,8,912,109,52,16,775,117,123,42,1.59,62,63,81,34,710,115,8,358297,6303,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Rijnbuurt West",2020,1111,0,1,4,9,939,125,47,39,798,118,120,36,1.59,74,63,85,53,698,127,11,471590,6981,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Sarphatiparkbuurt",2015,3188,0,0,0,3,686,814,1688,625,1312,714,228,309,1.62,143,140,538,104,2031,148,84,238278,3974,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Sarphatiparkbuurt",2016,3152,0,0,0,2,632,853,1667,586,1265,727,221,353,1.52,104,104,554,35,2182,104,69,231348,4389,"3.high","2.bad","3.good","3.high","2.low","3.high"
"K Zuid","Sarphatiparkbuurt",2017,3212,0,0,0,3,675,954,1583,625,1304,741,229,313,1.56,143,155,538,85,2085,140,66,307824,5138,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Sarphatiparkbuurt",2018,3199,0,0,0,3,652,882,1665,610,1267,744,232,346,1.55,133,133,566,67,2099,133,68,361673,5688,"3.high","3.good","3.good","3.high","2.low","4.very high"
"K Zuid","Sarphatiparkbuurt",2019,3250,0,0,0,3,668,887,1695,625,1223,797,250,355,1.55,162,154,621,83,2028,139,63,402413,6405,"3.high","3.good","3.good","3.high","2.low","4.very high"
"K Zuid","Sarphatiparkbuurt",2020,3226,0,0,0,3,654,903,1669,621,1261,753,237,354,1.56,130,163,587,98,2053,130,65,481916,6919,"3.high","3.good","3.good","3.high","2.low","3.high"
"K Zuid","Scheldebuurt Midden",2015,1544,0,0,0,1,181,546,817,5,107,506,752,174,2.14,165,172,255,128,682,91,51,315693,3719,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Midden",2016,1537,0,0,0,1,176,560,801,4,111,486,724,212,2.09,157,157,251,125,706,94,47,373129,4322,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Midden",2017,1542,0,0,0,1,174,591,777,6,107,494,746,189,2.1,163,160,257,115,691,97,59,429198,4996,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Midden",2018,1500,0,0,0,0,127,555,818,0,84,472,716,228,2.04,145,161,258,97,710,81,48,464236,5353,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Midden",2019,1546,0,0,0,1,164,568,814,6,104,466,680,290,2.04,158,162,257,122,705,99,43,547999,6048,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Midden",2020,1563,0,0,1,1,161,591,811,9,90,495,731,238,2.09,172,172,266,125,688,94,46,603006,6709,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Oost",2015,1165,0,0,0,0,162,359,644,3,360,178,363,261,2.02,103,112,193,69,566,85,37,284852,3550,"3.high","2.bad","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Oost",2016,1157,0,0,0,0,157,379,621,0,352,184,336,285,2.04,104,104,197,69,567,81,35,326615,4022,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Oost",2017,1168,0,0,0,0,150,410,608,2,359,179,357,271,2.05,99,108,202,70,575,79,35,378506,4664,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Oost",2018,1118,0,0,0,0,106,372,640,0,324,169,327,298,1.99,97,97,194,49,571,73,37,416458,5045,"3.high","2.bad","3.good","4.very high","3.high","3.high"
"K Zuid","Scheldebuurt Oost",2019,1171,0,0,0,0,159,395,617,3,326,206,294,342,2.06,103,109,200,78,557,85,39,494720,5682,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt Oost",2020,1126,0,0,0,0,94,385,647,0,313,171,329,313,1.98,97,109,194,48,569,73,36,529062,6223,"3.high","2.bad","3.good","4.very high","3.high","3.high"
"K Zuid","Scheldebuurt West",2015,2201,0,0,0,22,484,537,1180,28,155,1043,672,303,2.01,206,202,344,152,1066,163,68,301703,3689,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt West",2016,2263,0,1,4,22,515,604,1144,68,179,1019,691,306,2.06,210,230,356,189,1027,189,62,380363,4446,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt West",2017,2208,0,0,0,22,461,608,1139,29,154,1035,674,316,2,213,197,358,156,1046,171,67,406874,4922,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt West",2018,2256,0,1,4,22,490,611,1155,57,162,1017,690,330,2.04,213,234,362,170,1022,192,63,485528,5574,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Scheldebuurt West",2019,2215,0,0,0,20,434,612,1169,29,150,919,690,427,1.98,188,245,357,145,1042,175,63,516530,5918,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Scheldebuurt West",2020,2269,0,1,4,22,481,625,1163,59,151,1021,693,345,2.03,214,235,385,171,1006,193,65,599575,6762,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"K Zuid","Schinkelbuurt Noord",2015,1396,0,0,1,0,332,500,564,64,804,346,90,92,1.69,81,70,247,68,824,80,26,253061,4027,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Schinkelbuurt Noord",2016,1366,0,0,0,0,300,499,567,40,791,338,83,114,1.65,72,72,244,43,848,72,15,257303,4480,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Schinkelbuurt Noord",2017,1405,0,0,1,0,329,562,514,67,805,347,88,98,1.66,79,76,250,68,827,80,25,322751,5107,"3.high","3.good","3.good","4.very high","4.very high","4.very high"
"K Zuid","Schinkelbuurt Noord",2018,1388,0,0,0,0,300,518,570,48,784,346,87,123,1.65,72,72,260,58,839,72,15,376248,5702,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Schinkelbuurt Noord",2019,1428,0,0,0,0,319,505,604,65,785,368,99,111,1.7,76,83,273,55,848,73,20,420864,6453,"3.high","3.good","4.very good","4.very high","4.very high","3.high"
"K Zuid","Schinkelbuurt Noord",2020,1495,0,1,7,1,370,573,552,113,805,385,111,81,1.75,95,95,285,95,802,95,28,535864,7200,"3.high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Schinkelbuurt Zuid",2015,873,0,0,2,35,478,162,233,34,480,173,112,74,1.64,44,49,116,19,541,91,13,240815,3850,"3.high","3.good","2.bad","3.high","3.high","3.high"
"K Zuid","Schinkelbuurt Zuid",2016,910,0,0,3,35,493,173,244,48,492,191,119,60,1.67,53,44,115,35,565,88,10,258968,4351,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Schinkelbuurt Zuid",2017,874,0,0,1,35,470,186,218,36,474,169,115,80,1.7,42,44,96,29,572,82,9,298637,4808,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Schinkelbuurt Zuid",2018,870,0,0,0,35,442,166,262,16,465,176,110,103,1.61,45,45,109,18,562,82,9,348807,5375,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"K Zuid","Schinkelbuurt Zuid",2019,939,0,0,1,35,467,167,305,36,486,214,121,82,1.6,62,44,125,37,579,85,7,379707,5982,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Schinkelbuurt Zuid",2020,851,0,0,0,34,407,167,277,0,444,168,106,133,1.58,37,37,111,9,564,83,10,448130,6463,"3.high","2.bad","2.bad","3.high","2.low","2.low"
"K Zuid","Surinamepleinbuurt",2015,798,0,0,1,2,88,298,412,152,281,174,53,138,1.83,82,63,106,48,444,46,9,270120,3648,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Surinamepleinbuurt",2016,879,0,1,6,3,152,335,392,195,298,205,74,107,1.92,89,73,121,73,460,56,7,355804,4442,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Surinamepleinbuurt",2017,826,0,0,1,2,96,321,409,152,270,188,61,155,1.86,84,61,106,56,469,40,10,349850,4746,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Surinamepleinbuurt",2018,811,0,0,0,2,77,316,418,145,261,179,58,168,1.83,82,66,115,49,451,41,7,432139,5373,"4.very high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Surinamepleinbuurt",2019,830,0,0,1,2,92,324,414,151,261,184,66,168,1.85,80,68,121,62,450,44,5,522710,6062,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"K Zuid","Surinamepleinbuurt",2020,831,0,0,2,2,76,335,420,152,254,186,63,176,1.84,84,67,118,59,453,42,8,550556,6591,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"K Zuid","Valeriusbuurt Oost",2015,651,0,0,3,0,7,343,301,9,32,119,26,465,2.22,83,138,61,56,260,46,7,670034,4393,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Valeriusbuurt Oost",2016,644,0,0,2,0,0,365,279,2,29,112,24,477,2.14,78,143,59,52,260,46,6,782361,5260,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt Oost",2017,657,0,0,3,0,8,395,254,9,32,113,26,477,2.09,78,148,59,56,267,43,6,904328,6192,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"K Zuid","Valeriusbuurt Oost",2018,641,0,0,2,0,0,373,268,0,13,111,23,494,2.13,79,145,59,53,258,40,7,890298,6404,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt Oost",2019,668,0,0,4,0,0,390,278,10,15,121,29,493,2.15,80,154,67,53,261,47,6,957962,7069,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt Oost",2020,638,0,0,1,0,0,382,256,0,0,109,22,507,2.11,81,148,60,47,255,40,7,998411,7549,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt West",2015,1217,0,0,3,0,211,514,492,9,138,366,156,548,2.18,135,192,159,101,526,92,12,487295,4483,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt West",2016,1198,0,0,0,0,193,528,477,0,128,360,150,560,2.07,136,185,148,86,543,86,14,570233,5160,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt West",2017,1234,0,0,3,0,211,575,448,9,137,366,159,563,2.05,140,201,146,87,552,92,16,638826,5969,"3.high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt West",2018,1218,0,0,2,0,191,546,481,0,120,367,154,577,2.08,138,201,151,88,540,88,12,688690,6378,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Valeriusbuurt West",2019,1240,0,0,2,0,210,551,479,8,120,383,157,572,2.07,142,205,156,92,532,93,20,794268,7073,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"K Zuid","Valeriusbuurt West",2020,1198,0,0,0,0,156,548,494,0,99,359,150,590,2.05,127,204,153,76,535,89,14,788258,7466,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"K Zuid","Van der Helstpleinbuurt",2015,2312,0,0,1,0,693,701,918,199,1247,500,187,179,1.64,119,122,382,90,1414,145,40,247230,4040,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Van der Helstpleinbuurt",2016,2327,0,0,0,0,691,732,904,201,1239,507,196,184,1.62,119,119,380,95,1448,142,24,265546,4641,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Van der Helstpleinbuurt",2017,2341,0,0,1,0,693,806,842,205,1243,511,198,184,1.62,126,125,377,89,1436,152,36,315428,5162,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Van der Helstpleinbuurt",2018,2332,0,0,0,0,677,743,912,198,1227,508,197,202,1.61,120,120,409,72,1442,144,25,376002,5805,"3.high","3.good","3.good","3.high","3.high","3.high"
