"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"K Zuid","Van der Helstpleinbuurt",2019,2362,0,0,1,0,689,717,956,214,1219,521,211,197,1.61,141,126,409,88,1414,155,29,412944,6557,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Van der Helstpleinbuurt",2020,2396,0,1,5,0,711,780,905,235,1235,531,211,184,1.66,137,137,411,114,1369,183,45,514969,7163,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Van Tuyllbuurt",2015,2291,1,0,0,1,413,619,1259,10,706,1260,156,159,1.78,196,177,388,101,1218,166,45,266621,3875,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Van Tuyllbuurt",2016,2313,1,0,1,1,426,666,1221,23,690,1268,167,165,1.81,181,181,408,113,1202,181,47,311349,4575,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Van Tuyllbuurt",2017,2301,1,0,0,1,405,694,1202,12,691,1263,162,173,1.78,170,184,406,107,1209,183,42,349635,5068,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Van Tuyllbuurt",2018,2281,1,0,0,0,380,662,1239,0,664,1257,160,200,1.76,165,188,400,94,1223,165,46,404112,5619,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Van Tuyllbuurt",2019,2305,1,0,0,0,396,681,1228,10,636,1267,174,218,1.8,180,190,430,107,1176,185,37,459805,6367,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Van Tuyllbuurt",2020,2361,1,1,4,1,427,705,1229,42,676,1287,177,179,1.82,199,199,441,132,1147,199,44,550336,7026,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Veluwebuurt",2015,975,0,0,4,32,352,72,551,318,118,367,61,111,1.52,57,49,90,48,691,37,3,283260,3166,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Veluwebuurt",2016,931,0,0,23,32,324,52,555,292,111,351,50,127,1.48,50,40,89,40,673,40,0,237832,3598,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Veluwebuurt",2017,975,0,0,4,32,352,72,551,318,118,367,61,111,1.49,55,51,94,47,680,44,4,297881,4350,"2.low","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Veluwebuurt",2018,937,0,0,24,31,311,65,561,290,98,353,52,144,1.47,50,40,90,40,678,40,0,349597,4770,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Veluwebuurt",2019,975,0,0,72,32,352,83,540,318,118,367,59,113,1.54,59,56,105,53,633,61,8,358954,5437,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Veluwebuurt",2020,1068,0,1,34,33,402,129,537,372,127,401,81,87,1.59,68,68,117,68,670,68,9,520965,6348,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Vivaldi",2015,867,1,0,0,0,14,40,813,796,18,0,9,44,1.06,18,18,18,0,814,0,0,204509,2680,"3.high","4.very good","3.good","3.high","3.high","2.low"
"K Zuid","Vivaldi",2016,936,1,1,4,1,63,74,799,840,33,20,24,19,1.12,26,35,35,17,806,17,0,292240,3482,"3.high","4.very good","3.good","3.high","4.very high","3.high"
"K Zuid","Vivaldi",2017,882,1,0,0,0,0,55,827,800,1,0,12,69,1.06,16,19,23,3,816,4,1,112988,3838,"3.high","4.very good","2.bad","3.high","3.high","2.low"
"K Zuid","Vivaldi",2018,911,1,0,2,0,23,73,815,818,10,10,18,55,1.08,18,27,27,9,823,9,0,388764,4550,"3.high","4.very good","3.good","3.high","3.high","2.low"
"K Zuid","Vivaldi",2019,884,1,0,0,0,0,67,817,800,1,0,12,71,1.05,18,23,24,6,810,3,0,637747,5082,"3.high","3.good","4.very good","3.high","3.high","3.high"
"K Zuid","Vivaldi",2020,912,1,0,2,0,6,83,823,814,0,10,18,70,1.07,18,27,27,9,823,9,0,498039,5705,"3.high","4.very good","3.good","3.high","3.high","2.low"
"K Zuid","Westlandgrachtbuurt",2015,1991,0,0,0,2,383,663,945,8,1500,374,63,46,1.76,149,152,321,99,1097,140,33,224015,3657,"3.high","3.good","3.good","3.high","3.high","4.very high"
"K Zuid","Westlandgrachtbuurt",2016,2006,0,0,0,2,359,702,945,7,1446,384,83,86,1.78,159,159,338,119,1053,139,39,248336,4201,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Westlandgrachtbuurt",2017,2017,0,0,0,2,343,731,943,8,1475,381,75,78,1.79,142,161,361,125,1056,140,32,296907,4793,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Westlandgrachtbuurt",2018,2012,0,0,0,2,345,714,953,5,1434,386,84,103,1.77,141,161,362,121,1046,141,40,359458,5369,"3.high","3.good","3.good","4.very high","3.high","3.high"
"K Zuid","Westlandgrachtbuurt",2019,2026,0,0,0,2,334,732,960,6,1347,403,113,157,1.78,164,164,380,118,1029,133,38,393704,5924,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Westlandgrachtbuurt",2020,1956,0,0,0,1,279,700,977,0,1402,365,71,118,1.7,130,152,369,65,1108,109,23,440829,6335,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Wielingenbuurt",2015,1458,0,0,0,1,177,473,808,4,9,690,546,209,2.07,150,158,211,109,686,102,42,344430,3804,"4.very high","3.good","3.good","4.very high","4.very high","4.very high"
"K Zuid","Wielingenbuurt",2016,1342,0,0,0,0,87,445,810,0,0,626,516,200,1.97,129,146,210,49,711,65,32,353526,4037,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Wielingenbuurt",2017,1460,0,0,0,1,176,517,767,4,8,681,549,218,2.12,151,168,236,104,654,100,47,455877,5058,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"K Zuid","Wielingenbuurt",2018,1409,0,0,0,0,124,483,802,0,0,651,531,227,2.02,139,155,232,77,681,93,32,494114,5405,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"K Zuid","Wielingenbuurt",2019,1464,0,0,0,1,175,508,781,5,5,638,532,284,2.06,147,179,265,91,646,108,28,592468,6125,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Wielingenbuurt",2020,1495,0,0,2,1,176,528,791,18,0,682,550,245,2.1,161,176,249,103,645,117,44,643479,6832,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2015,728,0,0,3,0,47,331,350,5,25,191,137,370,2.2,89,114,96,44,340,36,9,762260,4444,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2016,686,0,0,0,0,16,317,353,0,15,172,131,368,2.13,82,112,89,37,328,30,8,947302,5293,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2017,732,0,0,3,0,46,353,333,6,24,191,141,370,2.22,78,134,98,50,317,43,12,1001395,6102,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2018,770,0,1,5,0,67,362,341,27,28,203,149,363,2.2,88,132,103,59,330,44,14,1096857,6719,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2019,742,0,0,2,0,46,341,355,6,21,186,146,383,2.1,93,119,103,51,323,41,12,1310665,7528,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willemsparkbuurt Noord",2020,721,0,0,1,0,8,351,362,0,0,184,138,399,2.14,82,126,104,45,320,37,7,1182921,7713,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"K Zuid","Willibrordusbuurt",2015,1519,0,13,1,51,625,370,524,167,722,381,157,92,1.61,92,73,204,44,1002,77,27,239348,3901,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Willibrordusbuurt",2016,1697,0,14,6,52,683,429,585,297,747,409,179,65,1.61,110,94,236,63,1068,94,32,275425,4612,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Willibrordusbuurt",2017,1660,0,13,1,51,623,440,597,284,734,384,161,97,1.54,103,70,224,38,1122,75,28,295681,4966,"3.high","3.good","3.good","3.high","3.high","3.high"
"K Zuid","Willibrordusbuurt",2018,1579,0,12,0,50,566,389,624,214,694,365,152,154,1.48,88,53,228,0,1140,53,17,327526,5379,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Willibrordusbuurt",2019,1745,0,12,1,51,635,422,688,323,709,399,180,134,1.49,103,68,280,44,1140,86,24,374852,6157,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Willibrordusbuurt",2020,1649,0,13,1,51,606,428,615,254,703,390,167,135,1.53,101,67,252,34,1094,84,17,469436,6758,"3.high","2.bad","3.good","3.high","3.high","3.high"
"K Zuid","Zuidas Zuid",2015,1232,0,0,1,1,37,208,987,39,179,285,361,368,1.52,132,108,179,36,694,72,11,420834,3873,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Zuidas Zuid",2016,1179,0,0,0,0,0,190,989,1,154,265,349,410,1.46,124,99,174,12,707,62,1,450031,4278,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Zuidas Zuid",2017,1240,0,0,1,0,25,221,994,38,167,287,363,385,1.51,134,109,182,36,693,73,13,533418,5050,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Zuidas Zuid",2018,1211,0,0,0,0,0,214,997,16,150,277,356,412,1.48,125,112,187,25,699,62,1,574206,5534,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Zuidas Zuid",2019,1232,0,0,0,0,0,227,1005,27,150,284,361,410,1.49,128,114,189,30,693,71,7,638406,6176,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"K Zuid","Zuidas Zuid",2020,1246,0,0,1,0,3,238,1005,34,147,289,364,412,1.5,133,121,194,36,677,73,12,699642,6798,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2015,277,0,6,0,0,78,48,151,0,33,80,125,39,2.58,9,9,40,11,198,9,1,198428,3603,"4.very high","4.very good","4.very good","2.low","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2016,811,0,6,0,0,106,152,553,408,62,108,151,82,1.82,32,32,119,32,565,24,7,210417,4362,"3.high","4.very good","4.very good","2.low","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2017,1007,0,6,0,0,106,196,705,627,35,90,156,99,1.37,40,40,134,32,735,22,4,228134,4334,"4.very high","4.very good","4.very good","2.low","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2018,857,0,6,0,0,75,178,604,415,59,117,157,109,1.79,35,35,130,26,606,17,8,290436,5289,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2019,1241,0,6,0,0,107,260,874,621,121,176,185,138,1.48,51,65,212,44,828,31,10,335602,6612,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"M Oost","Amstelkwartier Noord",2020,924,0,7,0,0,62,213,649,435,62,134,168,125,1.77,36,36,145,36,634,27,10,380574,6284,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"M Oost","Architectenbuurt",2015,1004,0,3,0,2,444,487,73,2,212,387,277,126,1.79,100,91,120,51,545,88,9,220820,2895,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"M Oost","Architectenbuurt",2016,979,0,3,1,2,426,498,55,0,214,366,288,111,1.78,109,79,119,40,534,89,9,242852,3210,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Architectenbuurt",2017,1004,0,3,0,2,408,522,74,2,212,387,277,126,1.79,105,81,131,39,535,99,14,266611,3477,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"M Oost","Architectenbuurt",2018,994,0,3,0,2,370,511,113,0,199,364,287,144,1.72,106,74,127,32,560,85,10,308113,4035,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Architectenbuurt",2019,1004,0,3,0,2,386,527,91,2,213,341,321,127,1.73,113,71,132,39,552,88,9,364033,4665,"4.very high","3.good","4.very good","3.high","4.very high","3.high"
"M Oost","Architectenbuurt",2020,1115,0,4,1,2,402,569,144,39,221,401,311,143,1.76,118,96,150,54,579,107,11,423850,5203,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Betondorp",2015,1947,0,0,0,4,1657,239,51,158,667,993,93,36,1.62,254,124,144,58,1170,188,9,185366,3080,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Betondorp",2016,1859,0,0,0,3,1572,233,54,109,646,951,86,67,1.59,222,101,121,40,1192,182,1,169435,3239,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Betondorp",2017,1945,0,0,0,4,1599,260,86,158,666,991,92,38,1.65,236,121,147,69,1165,199,8,230304,3755,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Betondorp",2018,1987,0,0,0,4,1609,293,85,169,669,990,110,49,1.64,234,136,156,78,1169,195,19,287954,4427,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Betondorp",2019,1954,0,0,0,4,1579,322,53,151,665,956,126,56,1.66,220,131,149,82,1160,202,10,306982,4912,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Betondorp",2020,2004,0,0,0,4,1555,306,143,156,656,989,110,93,1.58,250,125,146,63,1232,188,0,353879,5257,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Borneo",2015,1106,1,56,0,2,307,382,417,0,7,134,440,525,2.57,83,210,136,143,374,152,8,366989,3443,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Borneo",2016,1099,1,56,2,2,315,389,395,7,14,135,443,500,2.61,85,213,139,149,352,149,12,429406,3751,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Borneo",2017,1106,1,56,0,2,296,398,412,0,7,134,440,525,2.6,84,215,139,151,356,149,12,445587,4146,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"M Oost","Borneo",2018,1074,1,55,0,1,226,386,462,0,0,117,434,523,2.5,82,210,140,128,362,140,12,475957,4447,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Borneo",2019,1107,1,56,0,2,258,408,441,1,7,132,448,519,2.56,89,220,155,145,340,146,12,573734,4901,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Borneo",2020,1160,1,56,0,2,228,429,503,0,0,141,449,570,2.51,85,230,157,145,375,157,11,575045,5502,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2015,2281,0,1,9,80,1412,569,300,172,739,875,336,159,1.83,181,187,273,85,1328,200,27,212562,3155,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2016,2361,0,1,9,80,1486,591,284,264,732,883,335,147,1.83,183,206,275,92,1352,206,47,250973,3875,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2017,2417,0,1,9,80,1501,618,298,309,727,879,337,165,1.78,185,194,289,78,1437,197,37,278067,4298,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2018,2458,0,2,12,81,1499,638,321,303,746,912,353,144,1.85,205,205,319,114,1343,228,44,354902,4964,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2019,2417,0,1,5,80,1470,609,338,294,713,897,333,180,1.79,197,203,296,85,1411,190,35,364045,5437,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Noord",2020,2461,0,2,7,80,1432,646,383,280,727,905,349,200,1.77,197,197,320,98,1427,197,25,413572,5745,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2015,2003,0,0,6,2,1290,397,316,341,629,612,227,194,1.81,132,180,230,76,1196,160,29,210321,3246,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2016,2084,0,1,12,3,1316,448,320,408,652,633,239,152,1.91,152,189,265,114,1156,171,37,281788,4199,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2017,2011,0,0,6,2,1243,444,324,339,629,610,228,205,1.84,128,171,254,73,1203,149,33,282507,4289,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2018,2080,0,0,7,2,1244,453,383,381,632,624,234,209,1.82,141,182,263,81,1212,162,39,337280,4959,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2019,2101,0,0,6,2,1198,455,448,416,624,615,226,220,1.81,134,172,279,79,1250,155,32,373241,5776,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Dapperbuurt Zuid",2020,2154,0,1,7,2,1237,490,427,405,637,643,247,222,1.81,144,185,287,103,1231,164,40,430287,5973,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Eenhoorn",2015,1282,0,0,1,0,623,8,651,775,181,153,145,28,1.49,22,20,176,16,1014,29,5,151910,3438,"3.high","3.good","2.bad","3.high","3.high","3.high"
"M Oost","De Eenhoorn",2016,1299,0,0,5,0,667,12,620,793,198,162,146,0,1.6,36,36,158,36,971,49,13,173850,3967,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Eenhoorn",2017,1287,0,0,1,0,621,8,658,775,181,153,145,33,1.63,29,18,144,23,1028,37,8,191214,4245,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Eenhoorn",2018,1378,0,1,6,1,664,52,662,822,205,183,160,8,1.6,38,38,177,51,1011,51,12,269649,5001,"3.high","4.very good","3.good","3.high","4.very high","3.high"
"M Oost","De Eenhoorn",2019,1286,0,0,1,0,620,12,654,767,190,153,134,42,1.53,23,28,138,25,1026,42,4,245902,5250,"3.high","4.very good","3.good","3.high","3.high","2.low"
"M Oost","De Eenhoorn",2020,1350,0,0,0,0,572,46,732,780,177,165,150,78,1.49,28,14,167,14,1099,28,0,314157,5686,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Omval",2015,417,0,19,0,0,4,182,231,0,0,61,177,179,1.74,61,38,75,23,208,7,5,359853,3710,"4.very high","4.very good","4.very good","3.high","3.high","4.very high"
"M Oost","De Omval",2016,393,0,19,1,0,18,185,190,0,2,54,174,163,1.74,58,31,73,19,193,12,7,394216,3827,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"M Oost","De Omval",2017,417,0,19,0,0,4,203,210,0,0,61,177,179,1.72,57,30,84,15,210,12,9,428958,4209,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"M Oost","De Omval",2018,468,0,20,2,0,11,223,234,22,8,74,187,177,1.74,68,40,90,22,225,14,9,488336,4847,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","De Omval",2019,416,0,19,0,0,0,208,208,0,0,55,179,182,1.72,66,33,77,16,206,13,5,514772,4955,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"M Oost","De Omval",2020,470,0,19,0,0,0,230,240,0,0,67,184,219,1.66,73,34,93,15,240,10,5,547569,5631,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","De Wetbuurt",2015,891,0,0,2,37,462,281,148,111,180,388,103,109,2.05,115,115,58,64,445,86,8,238038,3335,"3.high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","De Wetbuurt",2016,860,0,0,2,37,461,281,118,103,166,373,110,108,2.08,110,110,67,67,413,84,9,263293,3689,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Wetbuurt",2017,891,0,0,2,37,450,288,153,112,175,386,105,113,2.07,115,109,76,70,432,88,1,300528,4108,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Wetbuurt",2018,851,0,0,0,36,385,284,182,73,143,362,104,169,1.99,112,103,65,56,440,75,0,316966,4435,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","De Wetbuurt",2019,889,0,0,2,37,443,323,123,110,143,367,136,133,2.08,115,116,78,77,418,82,3,381241,5079,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"M Oost","De Wetbuurt",2020,931,0,0,0,37,382,324,225,102,151,384,118,176,1.99,120,120,80,60,471,80,0,413103,5471,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Don Bosco",2015,976,0,0,0,3,341,351,284,64,178,303,180,251,2.01,97,131,117,91,451,74,15,283889,3457,"4.very high","3.good","3.good","4.very high","4.very high","4.very high"
"M Oost","Don Bosco",2016,978,0,0,2,3,347,393,238,74,182,303,182,237,2.15,103,141,122,103,414,75,20,344918,4024,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"M Oost","Don Bosco",2017,980,0,0,0,3,306,394,280,63,182,302,176,257,2.16,104,139,121,96,428,77,15,366137,4348,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"M Oost","Don Bosco",2018,1033,0,1,2,3,324,423,286,86,181,316,191,259,2.12,109,149,139,99,437,79,21,429292,4979,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Don Bosco",2019,986,0,0,0,3,298,449,239,64,160,297,187,278,2.16,101,143,142,101,408,76,15,476282,5461,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Don Bosco",2020,1031,0,0,0,3,254,429,348,61,161,308,186,315,2.04,107,140,140,97,462,75,10,486879,5752,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"M Oost","Entrepot-Noordwest",2015,758,0,0,0,19,465,239,54,3,99,271,256,129,2.03,65,81,74,44,385,101,8,263734,3188,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Entrepot-Noordwest",2016,723,0,0,0,19,432,230,61,0,88,259,248,128,1.95,68,75,68,30,377,98,7,258318,3161,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Entrepot-Noordwest",2017,758,0,0,0,19,457,250,51,3,99,272,256,128,1.94,77,77,77,31,381,104,11,285946,3358,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Entrepot-Noordwest",2018,829,0,1,0,19,451,281,97,26,103,290,268,142,1.98,81,89,89,41,406,114,9,366715,4279,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Entrepot-Noordwest",2019,871,0,1,1,19,452,302,117,42,108,302,276,143,1.98,84,92,92,50,427,117,9,416190,4806,"4.very high","3.good","3.good","3.high","3.high","4.very high"
