"district","neighborhood","year","pub_setup","pub_houses","pub_green","pub_clean_street","pub_clean_green","pub_clean_play","pub_main_street","pub_main_green","pub_main_play","pub_pollution","pub_area_land","pub_area_water","pub_area_green","pub_area_sports","pub_safe_day","pub_safe_night","pub_inc_criminal","pub_inc_neighbors","pub_inc_others","pub_inc_catering"
"K Zuid","Gelderlandpleinbuurt",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",44,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Gelderlandpleinbuurt",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",44,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Gelderlandpleinbuurt",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",44,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Gelderlandpleinbuurt",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",44,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Gelderlandpleinbuurt",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",44,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Gelderlandpleinbuurt",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",44,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Gerard Doubuurt",2015,"2.ok","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","1.low","3.high",10,1,0,0,"2.high","2.high","2.high","2.high","1.low","2.high"
"K Zuid","Gerard Doubuurt",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","1.low","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"K Zuid","Gerard Doubuurt",2017,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",10,1,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"K Zuid","Gerard Doubuurt",2018,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","1.low","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"K Zuid","Gerard Doubuurt",2019,"3.beautiful","3.beautiful","2.ok","1.low","2.high","2.high","2.high","2.high","1.low","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"K Zuid","Gerard Doubuurt",2020,"3.beautiful","2.ok","2.ok","1.low","1.low","1.low","2.high","2.high","1.low","3.high",9,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"K Zuid","Harmoniehofbuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Harmoniehofbuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Harmoniehofbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Harmoniehofbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Harmoniehofbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Harmoniehofbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",10,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hemonybuurt",2015,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,2,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"K Zuid","Hemonybuurt",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","1.low","2.high","3.high",11,2,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"K Zuid","Hemonybuurt",2017,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","1.low","2.high","3.high",11,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hemonybuurt",2018,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",11,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hemonybuurt",2019,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",11,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hemonybuurt",2020,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",11,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2015,"2.ok","2.ok","2.ok","1.low","1.low","2.high","1.low","1.low","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2016,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2017,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2018,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","1.low","2.high","2.high","3.high",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2019,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hercules Seghersbuurt",2020,"3.beautiful","2.ok","2.ok","1.low","1.low","1.low","1.low","2.high","1.low","3.high",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Hondecoeterbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","IJselbuurt Oost",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt Oost",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt Oost",2017,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt Oost",2018,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt Oost",2019,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt Oost",2020,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",13,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","IJselbuurt West",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2015,"3.beautiful","3.beautiful","2.ok","1.low","1.low","1.low","2.high","2.high","1.low","3.high",15,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","2.low",15,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2019,"3.beautiful","3.beautiful","2.ok","1.low","2.high","1.low","2.high","2.high","1.low","2.low",15,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Johannnes Vermeerbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","1.low","2.high","2.high","2.high","2.low",15,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2015,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2016,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2017,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",17,2,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,2,0,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2019,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",17,2,0,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Kromme Mijdrechtbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,2,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Legmeerpleinbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2015,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2017,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2018,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2019,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Lizzy Ansinghbuurt",2020,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt Oost",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,1,5,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt West",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt West",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Marathonbuurt West",2017,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt West",2018,"3.beautiful","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt West",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Marathonbuurt West",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Minervabuurt Midden",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Midden",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Midden",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Midden",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Midden",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Midden",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Noord",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",14,0,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Minervabuurt Zuid",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Olympisch Stadion e.o.",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",21,2,7,7,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Prinses Irenebuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",24,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Midden",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",26,3,9,5,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt Oost",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",19,4,4,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2017,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"K Zuid","Rijnbuurt West",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
